ID	title	author	DOI	vol	JOURNAL
EBib00021	A Study of the Mediterranean Oregano Populations.Chemical Composition of Essential Oils of Origanum ehrenbergii Boiss. from Two Populations in Lebanon	Gilles Figueredo, Jean-Claude Chalchat, B.Pasquier	10.1080/10412905.2005.9699006	VOL. 17, 593-596 (Nov/Dec 2005)	Journal of Essential Oil Research
EBib00022	A Study of the Mediterranean Oregano Populations: Chemical Composition of Essential Oils ofOriganum cordifolium Monbret et Aucher from Two Populations in Cyprus	Gilles Figueredo, Jean-Claude Chalchat, Bernard Pasquier	10.1080/10412905.2005.9699020	VOL. 17, 638-641 (Nov/Dec 2005)	Journal of Essential Oil Research
EBib00023	A Study on Anti-Inflammatory and Peripheral Analgesic Action of Salvia sclerea Oil and Its Main Components	M. D. H. Moretti, A.T. Peana, M.Satta	10.1080/10412905.1997.9699459	VOL. 9, 199-204 (Mar/Apr 1997)	Journal of Essential Oil Research
EBib00024	Acacia nuperrima ssp. Cassitera, A New Source of Kessane.	Ian A. Southwell.	10.1080/10412905.2000.9712160	VOL. 12, 566-568 (Sep/Oct 2000)	Journal of Essential Oil Research
EBib00025	Acidic Components in Scotch Spearmint Oil (Mentha gracilis Sole)	Tomoyuki Tsuneya,' Masakazu Ishihara and Hiroaki Takatori, Fumio Yoshida, Keiichi Yamagishi and Takaki Ikenishi	10.1080/10412905.1998.9700957	VOL. 10, 507-516 (Sep/Oct 1998)	Journal of Essential Oil Research
EBib00026	Activity against Streptococcus pneumoniae of the Essential Oil and d-Cadinene Isolated from Schinus molle Fruit	Alejandro Pe?rez-Lo?pez, Anabel Torres Cirio, Vero?nica M. Rivas-Galindo, Ricardo Salazar Aranda and Noemi? Waksman de Torres 	10.1080/10412905.2011.9700477	VOL. 23, 25-28 (Sept/Oct 2011)	Journal of Essential Oil Research
EBib00027	Activity of the Essential Oil of Salvia pomifera L. ssp. calyclna (Sm.) Hayek Against Soil Borne Pathogens	Danae Pitarokili, Olga Tzakou & Anna Kalamarakis	10.1080/10412905.2002.9699769	VOL. 14, 72-75 (Jan/Feb 2002)	Journal of Essential Oil Research
EBib00028	Advances in the Chemical Composition of Essential Oils from Illicium griffithii Hook.f. Et Thoms. from Vietnam	Nguyen Thi Tam, Ha Lai An,Ange Bighelli,Alain Muselli, Joseph Casanova	10.1080/10412905.2005.9698836	VOL. 17, 79-81 (Jan/Feb 2005)	Journal of Essential Oil Research
EBib00029	Advances in the Chemical Composition of Lavandula dentata L. Essential Oil from Algeria	Leila Bousmaha, Fewzia Atik Bekkara, Felix Tomi & Joseph Casanova	10.1080/10412905.2005.9698907	VOL. 17, 292-295 (May/June 2005)	Journal of Essential Oil Research
EBib00030	Aeollanthus pubescens Benth. A Potential Source of Thymol-rich Essential Oil	Komla Sanda, Koffi Koba, Baba A. Walla, Koffi Akpagana, François-Xavier Garneau, Hélène Gagnon & France-Ida Jean	10.1080/10412905.1999.9701138	VOL. 11, 257-258 (Mar/Apr 1999)	Journal of Essential Oil Research
EBib00031	Ageratum conyzoides essential oil as aflatoxin suppressor of Aspergillus flavus.	Juliana H.C.Nogueira, Edlayne Goncalez ,Silvia R.Galleti,Roseane Facanali,Marcia O.M.Marques,Joana D.Felício.	10.1016/j.ijfoodmicro.2009.10.017	VOL.137,55–60(2010)	International Journal of Food Microbiology
EBib00032	Agronomical and Chemical Studies on Tagetes minuta Grown in a Red Soil of a Semiarid Tropical Region in India	E. V.S. Prakasa Rao , K. V. Syamasundar , C. T. Gopinath & S. Ramesh	10.1080/10412905.1999.9701127	VOL. 11, 259-261 (Mar/Apr 1999)	Journal of Essential Oil Research
EBib00033	Agronomical evaluation of Sicilian biotypes of Lavandula stoechas L. spp. stoechas and analysis of the essential oils	Teresa Tuttolomondo, Giacomo Dugo, Giuseppe Ruberto, Claudio Leto, Edoardo M. Napoli, Angela Giorgia Potortì, Maria Rita Fede, Giuseppe Virga, Raffaele Leone, Eleonora D’ Anna, Mario Licata & Salvatore La Bella	10.1080/10412905.2014.1001527	VOL. 27, 115-124 (Mar/Apr 2015)	Journal of Essential Oil Research
EBib00034	Airborne Volatiles from Melinis minutiflora P. Beauv., a Non-Host Plant of the Spotted Stem Borer.	Solomon M. Kimani, Sumesh C. Chhabra, Wilber Lwande, Z. R. Khan, Ahmed Hassanali, John A. Pickett.	10.1080/10412905.2000.9699502	VOL. 12, 221-224 (Mar/Apr 2000)	Journal of Essential Oil Research
EBib00035	Alpha-Phellandren-8-ol, a Rare Monoterpenene Alcohol from the Oil of Prostanthera staurophylla F. Muell.	Michael Russell , Ian A. Southwell & Peter G. Waterman	10.1080/10412905.2001.9699723	VOL. 13, 446-447 (Nov/Dec 2001)	Journal of Essential Oil Research
EBib00036	Ammoides pusilla (Apiaceae) and Thymus munbyanus (Lamiaceae) from Algeria essential oils: chemical composition, antimicrobial, antioxidant and antiproliferative activities	C. Tefiani, A. Riazi, F. Youcefi, S. Aazza, C. Gago, M.L. Faleiro, L.G. Pedro, J.G. Barroso, A.C. Figueiredo, C. Megías, I. Cortés-Giraldo, J. Vioque & M.G. Miguel	10.1080/10412905.2015.1006739	VOL. 27, 131-139 (Mar/Apr 2015)	Journal of Essential Oil Research
EBib00037	An Agar Dilution Method for the Determination of the Minimum Inhibitory Concentration of Essential Oil	Shane G. Griffin, Julie L. Markham, David N. Leach	10.1080/10412905.2000.9699530	VOL. 12, 249-255 (Mar/Apr 2000)	Journal of Essential Oil Research
EBib00038	An Efficient Method for the Micropropagation of Lavanders: Regeneration of a Unique Mutant	Letitia Falk, Kamal Biswas, Astrid Boeckelmann, Alexender Lane, Sohell S. Mahmoud.	10.1080/10412905.2009.9700154	VOL. 21, 225-228 (May/June 2009)	Journal of Essential Oil Research
EBib00039	An Examination of the Essential Oils of Tasmanian Kunzea ambigua, Other Kunzea spp. And Commercial Kunzea Oil	J. Thomas , C. K. Narkowicz , G. A. Jacobson & N. W. Davies	10.1080/10412905.2010.9700351	VOL. 22, 381-385 (Sep/Oct 2010)	Journal of Essential Oil Research
EBib00040	An in Vitro Evaluation of Tagetes minuta Essential Oil for the Control of the Honeybee Pathogens Paenibacillus larvae and Ascosphaera apis, and the Parasitic Mite Varroa destructor	Martin J. Eguaras, S. Fuselli, L.Gende, r. Fritz, sergio R. Ruffinengo, G. Clemente, Alda Gonzalez, Pedro N. Bailac, Marta I. Ponzi	10.1080/10412905.2005.9698924	VOL. 17, 336-340 (May/June 2005)	Journal of Essential Oil Research
EBib00041	An Investigation of the Leaf Oils of the Western Australian Broombush Complex (Melaleuca uncinata sens. lat.) (Myrtaceae)	Joseph J. Brophy , Robert J. Goldsack , Lyn A. Craven & Wayne O'Sullivan	10.1080/10412905.2006.9699083	VOL. 18, 591-599 (Nov/Dec 2006)	Journal of Essential Oil Research
EBib00042	Analyses of organ specific variations in essential oils of four Ocimum species	Rajendra C. Padalia, Ram S. Verma & Amit Chauhan	10.1080/10412905.2014.942808	VOL. 26, 409-419 (Nov/Dec 2014)	Journal of Essential Oil Research
EBib00043	Analyses of the Headspace Volatile Constituents of Aerial Parts (leaves and stems), Flowers and Fruits of Bidens gardneri Bak. and Bidens sulphurea (Cav.) Sch.Bip. Using Solid-Phase Microextraction	D. B. Silva , A. Pott & D. C. R. Oliveira	10.1080/10412905.2010.9700400	VOL. 22, 560-563 (Nov/Dec 2010)	Journal of Essential Oil Research
EBib00044	Analysis by GC/FID and GC/MS of Essential Oil of Leaflets of Steganotaenia araliacea Hochst from Cameroon	F. Noudjou , M. B. Ngassoum , P. M. Mapongmetsem , M. Marlier , M. Verscheure & G. C. Lognay	10.1080/10412905.2006.9699097	VOL. 18, 305-307 (May/June 2006)	Journal of Essential Oil Research
EBib00045	Analysis of Essential Oil from Stems and Leaves of Mikania sp. nov. (Asteraceae)	Cecilia V. Nunez, Joao Henrique G. Lago, Marcos C. Amendola, Paulo Roberto. H. Moreno, Anja Peltenburg- Looman, Nidia F. Roque	10.1080/10412905.2002.9699910	VOL. 14, 425-426 (Nov/Dec 2002)	Journal of Essential Oil Research
EBib00046	Analysis of Essential Oil of Satureja thymbra by hydrodistillation, thermal desorber, and headspace GC/MS techniques and its Antimicrobial Activity	Ahmet C. Goren, Gulacti Topcu, Gokhan Bilsel, Mine Bilsel, Jenny M. Wilkinson, Heather M.A. Cavanagh	10.1080/14786410310001608145	VOL. 18 (2), 189-195 (April 2004)	Natural Product Research
EBib00047	Analysis of Essential Oils from Wild and Domesticated Plants of Glechoma sardoa Bég	Laura Giamperi , Daniele Fraternale , Pierpaolo Cara , Donata Ricci , Francesco Epifano & Massimo Curini	10.1080/10412905.2008.9699416	VOL. 20, 38-40 (Jan/Feb 2008)	Journal of Essential Oil Research
EBib00048	Analysis of Linalool Content in the Inflorescence (Flower) Essential Oil and Leaf Oil of Lippia alba Cultivar 'Karach'.	Raghvendra K. Mishra, Swati Chaudhary, Richa Pandey, Sarika Gupta, Gopal R. Malluvarapu, Sushil Kumar.	10.1080/10412905.2010.9700253	VOL. 22, 3-7 (Jan/Feb 2010)	Journal of Essential Oil Research
EBib00049	Analysis of the Essential Oil Composition of Cunila galioides Benth.	Fernando Fracaro, Luciana Atti Serafini, Ana Cristina Atti dos Santos, Natalia Paroul, Sergio Echeverrigerey, Ronaldo Wasum	10.1080/10412905.2002.9699874	VOL. 14, 336-338 (Sep/Oct 2002)	Journal of Essential Oil Research
EBib00050	Analysis of the essential oil from aerial parts of Eupatorium cannabinum subsp. corsicum (L.) by gas chromatography with electron impact and chemical ionization mass spectrometry	J. Paolini, J. Costa, A. F. Bernardini	10.1016/j.chroma.2005.03.131	2005	Journal of Chromatography
EBib00051	Analysis of the Essential Oil from the Roots of Eupatorium cannabinum subsp. corsicum (L.) by GC, GC-MS and 13C-NMR	J. Paolini, J. Costa, A. F. Bernardini	10.1002/pca.977	2007	Phytochemical Analysis
EBib00052	Analysis of the Essential Oil of Indonesian Patchouli (Pogostemon cablin Benth.) Using GC/MS (EI/CI)	Corinne M.Bure, Nicole M.Sellier	10.1080/10412905.2004.9698638	VOL. 16, 17-19 (Jan/Feb 2004)	Journal of Essential Oil Research
EBib00053	Analysis of the Essential Oil of Oenanthe crocata L. and Its Biological Activity	L. Bonsignore , L. Casu , G. Loy , D. Deidda & F. Genco	10.1080/10412905.2004.9698717	VOL. 16, 266-269 (May/June 2004)	Journal of Essential Oil Research
EBib00054	Analysis of the Essential Oil of Stachys circinnata I'Her. from Algeria	S. Laggoune, A. Kabouche, Z. Kabouche, A.M. El-Azzouny	10.1080/10412905.2009.9700112	VOL. 21, 67-68 (Jan/Feb 2009)	Journal of Essential Oil Research
EBib00055	Analysis of the Essential Oils of the Leaves and Flowers/Fruits of Eupatorium cannabinum L. from South Tuscany (Central Italy)	Guido Flamini, pier Luigi Cioni, lvano Morelli	10.1080/10412905.2003.9712088	VOL. 15, 127-129 ((Mar/Apr 2003)	Journal of Essential Oil Research
EBib00056	Analysis of the Hexane From Seven Oleoresins of Protium Species	Jefferson Rocha de A. Silva, Maria das G.B. Zoghbi, Angelo da C. Pinto, Ronoel L. O. Godoy, Ana Claudia F. Amaral.	10.1080/10412905.2009.9700178	VOL. 21, 305-308 (July/Aug 2009)	Journal of Essential Oil Research
EBib00057	Analysis of the leaf Oil of Syzygium malaccense Merr. et Perry from Nigeria	A. Karioti , H. Skaltsa & A. A. Gbolade	10.1080/10412905.2007.9699290	VOL. 19, 313-315 (July/Aug 2007)	Journal of Essential Oil Research
EBib00058	Analysis of the Oil of Heracleum persicum L. (Leaves and Flowers)	F. Sefidkon, M. Dabiri, N. Mohammad	10.1080/10412905.2002.9699860	VOL. 14, 295-297 (July/Aug 2002)	Journal of Essential Oil Research
EBib00059	Analysis of the Oil of Heracleum persicum L. (Seeds and Stems)	F. Sefidkon , M. Dabiri, N. Mohammad	10.1080/10412905.2002.9699860	VOL. 16, 296-298 (July/Aug 2004)	Journal of Essential Oil Research
EBib00060	Analysis of the Oil of Hippomarathrum microcarpum (m.B.) B. Fedtsch. from Iran	F. Sefidkon , A. Shaabani	10.1080/10412905.2003.9712136	VOL. 15, 261-262 (July/Aug 2003)	Journal of Essential Oil Research
EBib00061	Analysis of the Oil of Large Cardamom (Amomum subulatum Roxb.) Growing in Sikkim	P.K.Rout, D.Sahoo, K.S.Jena, Y.R.Rao	10.1080/10412905.2003.9712138	VOL. 15, 265-266 (July/Aug 2003)	Journal of Essential Oil Research
EBib00062	Analysis of the Oil of Prangos ferulacea (L.) Lindl.	F. Sefidkon , M. S. Khajavi & B. Malackpour	10.1080/10412905.1998.9700845	VOL. 10, 81-82 (Jan/Feb 1998)	Journal of Essential Oil Research
EBib00063	Analysis of the Volatile Compounds of Psidium cattleianum Sabine Fruit	Gaston Vernin , Christian Vernin , Jean Claude Pieribattesti & Claude Roque	10.1080/10412905.1998.9700923	VOL. 10, 353-362 (July/Aug 1998)	Journal of Essential Oil Research
EBib00064	Analysis of the Volatile Concentrate of the Leaves and Flowers of Helichrysum italicum (Roth) Don ssp. microphyllum (Willd.) Nyman (Asteraceae/Compos) by Supercritical Fluid Extraction and Their Essential Oils	Bruno Marongiu,Alessandra Piras , Emanuela Desogus, Silvia Porcedda	10.1080/10412905.2003.9712087	VOL. 15 120 (2003)	Journal of Essential Oil Research
EBib00065	Analysis of the Volatile Fraction of Rubus ulmifolius Schott at Two Different Stages.	C. Caponi, S. Catalano, P.L. Cioni, G. Flamini, I. Morelli.	10.1080/10412905.2002.9699766	VOL. 14, 60-62 (Jan/Feb 2002)	Journal of Essential Oil Research
EBib00066	Analysis of Volatile Components of Fresh Perilla frutescens (L.) Britt var. acuta (Thunb.) Kudo by Headspace GC/MS	Guogiang Chen, Jiyong Zhang, Yinlong Guo	10.1080/10412905.2004.9698765	VOL. 16, 435-436 (Sep/Oct 2004)	Journal of Essential Oil Research
EBib00067	Analysis of Volatile compounds of Cacao Maraco (Theobroma bicolor Humb. Et Bonpl.) Fruit	Clara E. Quijano, Jorge A. Pino,	10.1080/10412905.2009.9700150	VOL. 21, 211-216 (May/June 2009)	Journal of Essential Oil Research
EBib00068	Analysis of Volatile Compounds of camu-camu (Myrciaria dubia (HBK) Mcvaugh) Fruit Isolated by Different Methods	Clara E. Quijano & Jorge A. Pino	10.1080/10412905.2007.9699323	VOL. 19, 527-533 (Nov/Dec 2007)	Journal of Essential Oil Research
EBib00069	Analysis of Volatile Compounds of Sour Guava (Psidium guineense Swartz) Fruit	A. F. Peralta-Bohórquezo, F. Parada, C. E. Quijano & J. A. Pino	10.1080/10412905.2010.9700381	VOL. 22, 493-498 (Nov/Dec 2010 )	Journal of Essential Oil Research
EBib00070	Analysis of Volatile Compounds Released From Flowers and Roots of Polygala cyparissias and Polygala paniculata by Headspace/SPME	Moacir G. Pizzolatti, Beatriz G. Mendes, Cristian Soldi, Fabiana C. Missau, Janaina H. Bortoluzzi, Eduardo Carasek.	10.1080/10412905.2009.9700163	VOL. 21, 255-258 (May/June 2009)	Journal of Essential Oil Research
EBib00071	Analytical discrimination of the Cold-Pressed Oils of Mandarins and their Hybrids.	Solomon B. Mitiku, Masayoshi Sawamura, Simon M. Njoroge, Hiroshi Koaze.	10.1080/10412905.2002.9699822	VOL. 14, 196-202 (May/June 2002)	Journal of Essential Oil Research
EBib00072	Analytical Investigation of Murcott (Honey) tangerine Peel Oil.	Wolfgang Feger, Herbert Brandauer, Herta Ziegler.	10.1080/10412905.2003.9712097	VOL. 15, 143-147 (May/June 2003)	Journal of Essential Oil Research
EBib00073	Anti-Tuberculosis Activity of Daucus littoralis Sibth. Et Sm. (Apiaceae) From Turkey.	Kemal H.C. Baser, Mine Kurkcuoglu, Tulin Askun, Gulendam Tumen.	10.1080/10412905.2009.9700248	VOL. 21, 572-575 (Nov/Dec 2009)	Journal of Essential Oil Research
EBib00074	Antiaflatoxigenic and antioxidant activity of an essential oil from Ageratum conyzoides L.	Rajaram P Patil, Mansingraj S Nimbalkar, Umesh U Jadhav, Vishal V Dawkarc and Sanjay P Govindwarc	10.1002/jsfa.3857	VOL.90,608–614(2010)	Journal of Sci Food Agri
EBib00075	Antibacterial Action of Essential Oils from Corsica	Paul-Georges Rossi , Liliane Berti , Jean Panighi , Anne Luciani , Jacques Maury , Alain Muselli , Dominique de Rocca Serra , Marcelle Gonny & Jean-Michel Bolla	10.1080/10412905.2007.9699254	VOL. 19, 176-182 (Mar/Apr 2007)	Journal of Essential Oil Research
EBib00076	Antibacterial Activities of Coleus Aromaticus Benth (Lamiaceae) Essential Oil against Oral Pathogens	K. Koba, A. Y. Nénonéné, K. Sanda, D. Garde, J. Millet, J.-P. Chaumont & C. Raynaud	10.1080/10412905.2011.9700464	VOL. 23, 13-17 (Jan/Feb 2011)	Journal of Essential Oil Research
EBib00077	Antibacterial Activity And Cytotoxicity Of Essential Oil Of Lantana Camara L. Leaves From Nigeria	O. Oluwadayo Sonibare* and I. Effiong		Vol 7 (15), pp. 2618-2620, *(4 August, 2008)	African Journal Of Biotechnology
EBib00078	Antibacterial Screening of Origanum majorana L.Oil from Tunisia	N. Ben Hamida-Ben Ezzeddine, M. M. Abdelkéfi, R. Ben Aissa & M. M. Chaabouni	10.1080/10412905.2001.9699698	VOL. 13, 295-297 (July/Aug 2001)	Journal of Essential Oil Research
EBib00079	Antifungal Activity of the Essential Oil of Thymus pulegioides on Candida, Aspergillus and dermatophyte Species	Eugenia Pinto, Cidalia Pina-Vaz, Ligia Salgueiro, Maria Jose Goncalves, Sofia Costa-de-Oliveira, Carlos Cavaleiro, Ana Palmeira, Acacio Rodrigues, , Jose Martinez-de-Oliveira	10.1111/j.1439-0507.2002.tb04689.x	VOL. 55, 1367-1373 (2006)	Journal of Medical Microbiology
EBib00080	Antilisterial Properties of Cilantro Essential Oil	Pascal J. Delaquis, Kareen Stanich	10.1080/10412905.2004.9698757	VOL. 16, 409-414 (Sep/Oct 2004)	Journal of Essential Oil Research
EBib00081	Antimicrobial Activities of Essential Oils of Mint and Peppermint as Well as Some of Their Main Compounds	Leopold Jirovetz, Gerhard Buchbauer, Stefania Bail, Zapriana Denkova, Alexander Slavchev, Albena Stoyanova.	10.1080/10412905.2009.9700193	VOL. 21, 363-366 (July/Aug 2009)	Journal of Essential Oil Research
EBib00082	Antimicrobial Activities of Essential Oils of Nepal	Minoba Yonzon Dong Jin Lee Toshihiro Yokochi	10.1080/10412905.2005.9698846	VOL. 17, 107-111(Jan/Feb 2005)	Journal of Essential Oil Research
EBib00083	Antimicrobial Activities of Roman Chamomile Oil From France and Its Main Compounds.	Stefanie Bail, Gerhard Buchbauer, Leopold Jirovertz, Zapriana Denkova, Alexender Slavchev, Albena Stoyanova.	10.1080/10412905.2009.9700171	VOL. 21, 283-286 (May/June 2009)	Journal of Essential Oil Research
EBib00084	Antimicrobial Activity and Chemical Composition of Saccocalyx satureioides Coss. et Dur. Essential Oil and Extract Obtained by Microwave Extraction. Comparison with Hydrodistillation.	Mourad Bendahou, Mohamed Benyoucef, Alain Muselli, Jean-Marie Desjobert, Julien Paolini, Antoine-François Bernardini & Jean Costa	10.1080/10412905.2008.9700014	VOL. 20, 174-178 (Mar/Apr 2008)	Journal of Essential Oil Research
EBib00085	Antimicrobial activity and chemical composition of Citrus aurantifolia (Christm.) Swingle essential oil from Italian organic crops	Rosaria Costa, Carlo Bisignano, Angela Filocamo, Elisa Grasso, Francesco Occhiuto & Federica Spadaro	10.1080/10412905.2014.964428	VOL. 26, 400-408 (Nov/Dec 2014)	Journal of Essential Oil Research
EBib00086	Antimicrobial Activity of Essential Oils from Aromatic Plants Grown in the Mediterranean Area	Luca Tommasi, Carmine Negro, Antonio Miceli, Franco Mazzotta	10.1080/10412905.2009.9700143	VOL. 21, 185-189 (Mar/Apr 2009)	Journal of Essential Oil Research
EBib00087	Antimicrobial Activity of Essential Oils Isolated from Different Parts of Endemic Plant Portenschlagiella ramosissima Tutin	Marina D. Sokovi? , Jasmina Glamo?lija , Ana ?iri? , Dragoljub Grubiši? , Dejan Stojkovi? & Mihailo Risti?	10.1080/10412905.2008.9700033	VOL. 20, 369-372(July/Aug 2008)	Journal of Essential Oil Research
EBib00088	Antimicrobial Activity of Nepeta rtanjensis Essential Oil	Gordana Stojanovi?, Niko Radulovi?, Jelena Lazarevi?, Dragoljub Miladinovi? & Dejan ?okovi?	10.1080/10412905.2005.9699004	VOL. 17, 587-589 (Sep/Oct 2005)	Journal of Essential Oil Research
EBib00089	Antimicrobial Activity of Pimpinella anisum and Foeniculum vulgare Essential Oils Against Paenibacillus larvae	Liesel B.Gende, Matias D. Maggi, Rosalia Fritz, Martin J. Eguaras, Pedro N. Bailac, Marta I. Ponzi	10.1080/10412905.2009.9700120	VOL. 21, 91-93 (Jan/Feb 2009)	Journal of Essential Oil Research
EBib00090	Antimicrobial Activity of the Essential Oil of Origanum bargyli Mouterde from Turkey	Sengul Karaman, Ahmet Ilcim, Metin Digrak	10.1080/10412905.2004.9698785	VOL. 16, 517-519 (Nov/Dec 2004)	Journal of Essential Oil Research
EBib00091	Antimicrobial And Antioxidant Activities Of Leaves And Flowers Essential Oils Of Egyptian Lantana Camara L.	Gamal S. El Baroty1,4, Hanan M. Goda2,4, Elham A. Khalifa3,4 and Hanaa H. Abd El Baky		Vol 6(6):246-255, (2014)	Der Pharma Chemica
EBib00092	Antimicrobial and Antioxidant Activities of Melissa officinalis L. (Lamiaceae) Essential Oil	Neda Mimica-Dukic, Biljana Bozin, Marina Sokovic,, Natasa Simin	10.1021/jf030698a	VOL. 52 (9), 2485-2489 (2004)	Journal of Agricultural and Food Chemistry
EBib00093	Antimicrobial and Antioxidant Activity and Chemical Composition of the Essential Oil of Tanacetum macrophyllum (Waldst. et Kit.) Schultz. Bip.	K. Javidnia, M. Gholami, O. Firuzi, H. Özer & A. Kandemir	10.1080/10412905.2010.9700299	VOL. 22, 186-188 (Mar/Apr 2010)	Journal of Essential Oil Research
EBib00094	Antimicrobial and Antioxidant Activity of the Essential Oil and Methanol Extracts of Thymus pectinatus Fisch. et Mey. var. pectinatus (Lamiaceae)	Gulhan Vardar-Unlu, Ferda C,an, Atalay Sokmen, Dimitra Daferera, Moschos Polissiou, Munevver Sokmen, Erol Donmez, , Bekta Tepe	10.1021/jf025753e	VOL. 51 (1), 63-67 (2003)	Journal of Agricultural and Food Chemistry
EBib00095	Antimicrobial and Antioxidant Properties of Rosemary and Sage (Rosmarinus officinalis L. and Salvia officinalis L., Lamiaceae)	Biljana Bozin, Neda Mimica-Dukic, Isidora Samojlik, Emilija Jovin	10.1021/jf0715323	VOL. 55 (19), 7879-7885 (2007)	Journal of Agricultural and Food Chemistry
EBib00096	Antimicrobial Screening of Mentha piperita Essential Oils	Gokalp Iscan, Nese Kirimer, Mine Kurkcuoglu, K. Husnu Can Baser, Fatih Demirci	10.1021/jf011476k	VOL. 50(14), 3943-3946 (2002)	Journal of Agricultural and Food Chemistry
EBib00097	Antioxidant Capacity of the Essential Oils From Lavandula luisieri, L. stoechas subsp. Lusitanica, L. stoechas subsp. Lusitanica x L. luisieri and L. viridis Grown in Algarve (Portugal)	Fabiola Matos, Maria G. Miguel, Joao Duarte, Florencia Venancio, Cristina Moiteiro, Ana I.D. Correia.	10.1080/10412905.2009.9700184	VOL. 21, 327-336 (July/Aug 2009)	Journal of Essential Oil Research
EBib00098	Aromas from Quebec. I. Composition of the Essential Oil of the rhizomes of Acorus calamus L.	Francoois-Xavier Garneau, Guy Collin, Andre Pichette	10.1080/10412905.2010.9700293	VOL. 20, 250-254 (May/June 2008)	Journal of Essential Oil Research
EBib00099	Aromatic Compounds of Micromeria juliana(L.) Benthum ex Reichenb. from Croatia	Josip Mastelic, Igor Jerkovic, Danica Kustrak	10.1080/10412905.2005.9698980	VOL. 17, 516-518 (Sep/Oct 2005)	Journal of Essential Oil Research
EBib000100	Aromatic plant Oils of peruvian amazon	Piet A.Leclercq,H.Silva Delgado,J.Garcia, J.E.Hildalgo,T.Cerrutti,M.Mestanza,F.Rios, E.Nina,L.Nonato, R.Alvarado,R.menandez	10.1080/10412905.1999.9712012	VOL. 12, 14-18 (Jan/Feb 2000)	Journal of Essential Oil Research
EBib000101	Aromatic plant Oils of the Peruvian amazon	H.Silva Delgado,J.Garcia,J.E.Hidalgo,T.Cerruttti,M.Mestanza,F.Rios,E.Nina,L.Nonato,R.Alvarado	10.1080/10412905.1999.9712012	VOL. 12, 14-18 (Jan/Feb 2000)	Journal of Essential Oil Research
EBib000102	Aromatic Plant Oils of the Peruvian Amazon. Part 2. Cymbopogon citratus (DC) Stapf., Renealmia sp., Hyptis recurvata Poit. and Tynanthus panurensis (Bur.) Sandw	Piet A. Leclercq, H. Silva Delgado, J. Garcia, J. E. Hidalgo, T. Cerruttti, M. Mestanza, F. Ríos, E. Nina, L. Nonato, R. Alvarado & R. Menéndez	10.1080/10412905.2000.9699485	VOL. 12, 14-18 (Jan/Feb 2000)	Journal of Essential Oil Research
EBib000103	Aromatic Plants from Western Cuba VII. Composition of the Leaf Oils of Psidium wrightii Krug et Urb., Lantana involucrata L., Cinnamomum montanum (Sw.) Berchtold et J. Persl. and Caesalpinia violacea (Mill.) Standley	Jorge A. Pino , Rolando Marbot , Armando Payo , Daniel Chao & Pedro Herrera	10.1080/10412905.2006.9699058	VOL. 18, 170-174 (Mar/Apr 2006)	Journal of Essential Oil Research
EBib000104	Aromatic Plants from Western Cuba. I. Composition of Leaf Oil Gymnanthes lucida Sw. and Eugenia rhombea (Berg) Krug et Urban	Jorge A. Pino, Rolando Marbot, Armando Payo, Daniel Chao, Pedro Herrera & M. Pilar Martí	10.1080/10412905.2005.9698902	VOL. 17, 278-280 ((May/June 2005)	Journal of Essential Oil Research
EBib000105	Aromatic Plants from Western Cuba. II. Composition of Leaf Oil of Potomorphe umbellata (L.) Miq. and Agerantina havanensis (H.B.K) R. M. Kinget	Jorge A. Pino, ,Rolando Marbot, Victor Fuentes, Armando Payo, Daniel Chao, Pedro Herrera,	10.1080/10412905.2005.9698999	VOL. 17, 572-574 ((Sep/Oct 2005)	Journal of Essential Oil Research
EBib000106	Aromatic Plants from Western Cuba. V: Composition of the Leaf Oils of Baccharis halimifolia L. And Eugenia foetida (Sw.) Willd.	Jorge A. Pino , Rolando Marbot , Armando Payo , Daniel Chao & Pedro Herrera	10.1080/10412905.2006.9699083	VOL. 18, 266-268 (May/June 2006)	Journal of Essential Oil Research
EBib000107	Aromatic Plants of French Polynesia. Iii. Constituents of the Essentiakl Oil Leaves of Ocimum basilicum L.	Fanny Adam, Isabelle Vahirua-Lechat, Eric Deslandes, Jean Marie Bessiere.	10.1080/10412905.2009.9700158	VOL. 21, 237-240 (May/June 2009)	Journal of Essential Oil Research
EBib000108	Aromatic Plants of French Polynesia. V. Chemical Composition of Essential Oils of Leaves of Psidium guajava L. and Psidium cattleianum Sabine	F. Adam , I. Vahirua-Lechat , E. Deslandes & C. Menut	10.1080/10412905.2011.9700433	VOL. 23, 98-101 (Jan/Feb 2011)	Journal of Essential Oil Research
EBib000109	Aromatic Plants of Mali (I): Chemical Composition of Essential Oils of Ocimumbasilicum L.	Jean-Claude Chalchat, Raymond-Philippe Garry, Lassine Sidibé & Moussa Harama	10.1080/10412905.2001.9699629	VOL. 11, 375-380 (May/June 1999)	Journal of Essential Oil Research
EBib000110	Aromatic Plants of Mali (Ill):Chemical Composition of Essential Oils of Two Hyptis Species: H. Suaveolens (L.) Poit. and H. spicigera Lam.	Lassine Sidibé, Jean-Claude Chalchat, Raymond-Philippe Garry & Moussa Harama	10.1080/10412905.2001.9699605	VOL. 13, 55-57 (Jan/Feb 2001)	Journal of Essential Oil Research
