occurrenceId	verbatimScientificName	scientificName	key	matchType	confidence	status	rank	kingdom	phylum	class	order	family	genus	species
	Salvia palaefolia	Salvia palaefolia Kunth	3893315	EXACT	98	DOUBTFUL	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia palaefolia
	Salvia palaestina	Salvia palaestina Benth.	3893308	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia palaestina
	Salvia persepolitana	Salvia persepolitana Boiss.	3892346	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia persepolitana
	Salvia pomifera	Salvia pomifera L.	3891602	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia pomifera
	Salvia pomifera	Salvia pomifera L.	3891602	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia pomifera
	Salvia pratensis	Salvia pratensis L.	2927007	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia pratensis
	Salvia pseudeuphratica	Salvia pseudeuphratica Rech.f.	3890980	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia pseudeuphratica
	Salvia recognita	Salvia recognita Fisch. & Mey.	3889886	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia recognita
	Salvia rhytidea	Salvia rhytidea Benth.	3889423	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia rhytidea
	Salvia ringens	Salvia ringens Sibth. & Sm.	3889340	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia ringens
	Salvia rusellii	Salvia russellii Benth.	7307380	FUZZY	97	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia russellii
	Salvia sahendica	Salvia sahendica Boiss. & Buhse	3888503	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia sahendica
	Salvia sclarea	Salvia sclarea L.	2927000	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia sclarea
	Salvia sclarea L.	Salvia sclarea L.	2927000	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia sclarea
	Salvia sclareopsis	Salvia sclareopsis Bornm. ex Hedge	3888096	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia sclareopsis
	Salvia tomentosa	Salvia tomentosa Mill.	3885499	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia tomentosa
	Salvia verbascifolia	Salvia verbascifolia M.Bieb.	3884199	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia verbascifolia
	Salvia verbenaca	Salvia verbenaca L.	6409706	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia verbenaca
	Salvia verticillata	Salvia verticillata L.	2926995	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia verticillata
	Salvia xanthocheila	Salvia xanthocheila Boiss. ex Benth.	3883665	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia xanthocheila
	Salvla sclarea	Salvia sclarea L.	2927000	FUZZY	87	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia sclarea
	Santalum album	Santalum album L.	2889785	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Santalales	Santalaceae	Santalum	Santalum album
	Santalum insulare	Santalum insulare Bert. ex A.DC.	7265256	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Santalales	Santalaceae	Santalum	Santalum insulare
	Santalum macgregorii	Santalum macgregorii F.Muell.	3789103	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Santalales	Santalaceae	Santalum	Santalum macgregorii
	Santalum spicatum	Santalum spicatum A.DC.	3788877	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Santalales	Santalaceae	Santalum	Santalum spicatum
	Santolina chamaecyparissus	Santolina chamaecyparissus L.	3125933	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Santolina	Santolina chamaecyparissus
	Santolina ligustica	Santolina ligustica Arrigoni	4252796	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Santolina	Santolina ligustica
	Santolina oblongifolia	Santolina oblongifolia Boiss.	3125931	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Santolina	Santolina oblongifolia
	Satureja abyssinica	Satureja abyssinica (Benth.) Briq.	7306646	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Clinopodium	Clinopodium abyssinicum
	Satureja atropatana	Satureja atropatana Bunge	3883115	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Satureja	Satureja atropatana
	Satureja bachtiarica	Satureja bachtiarica Bunge	3883081	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Satureja	Satureja bachtiarica
	Satureja boissieri	Satureja boissieri Hausskn. ex Boiss.	8283529	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Satureja	Satureja boissieri
	Satureja brownei	Satureja brownei (Sw.) Briq.	2926924	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Clinopodium	Clinopodium brownei
	Satureja cuneifolia	Satureja cuneifolia Ten.	7306488	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Satureja	Satureja cuneifolia
	Satureja darwinii	Satureja darwinii (Benth.) Briq.	7306473	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Clinopodium	Clinopodium darwinii
	Satureja hortensis	Satureja hortensis L.	2926885	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Satureja	Satureja hortensis
	Satureja horvatii	Satureja horvatii Å iliÄ‡	7309569	EXACT	98	DOUBTFUL	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Satureja	Satureja horvatii
	Satureja icarica	Satureja icarica P.H.Davis	3905643	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Satureja	Satureja icarica
	Satureja juliana	Satureja juliana L.	7797512	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Micromeria	Micromeria juliana
	Satureja montana	Satureja montana L.	2926884	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Satureja	Satureja montana
	Satureja montana	Satureja montana L.	2926884	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Satureja	Satureja montana
	Satureja montana	Satureja montana L.	2926884	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Satureja	Satureja montana
	Satureja multiflora	Satureja multiflora (Ruiz & Pav.) Briq.	3904546	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Clinopodium	Clinopodium multiflorum
	Satureja mutica	Satureja mutica Fisch. & C.A.Mey.	3904524	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Satureja	Satureja mutica
	Satureja odora	Satureja odora (Griseb.) Epling	3904308	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Clinopodium	Clinopodium odorum
	Satureja paradoxa	Satureja paradoxa Vatke	9110778	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Satureja	Satureja paradoxa
	Satureja parnassica	Satureja parnassica Heldr. & Sart. ex Boiss.	7309367	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Satureja	Satureja parnassica
	Satureja pilosa	Satureja pilosa Velen.	7309348	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Satureja	Satureja pilosa
	Satureja pilosa	Satureja pilosa Velen.	7309348	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Satureja	Satureja pilosa
	Satureja rechingeri	Satureja rechingeri Jamzad	3903730	EXACT	98	DOUBTFUL	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Satureja	Satureja rechingeri
	Satureja sahendica	Satureja sahendica Bornm.	3903568	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Satureja	Satureja sahendica
	Satureja spinosa	Satureja spinosa L.	7523676	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Satureja	Satureja spinosa
	Satureja subspicata	Satureja subspicata Bartl. ex Vis.	7309250	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Satureja	Satureja subspicata
	Satureja thymbra	Satureja thymbra L.	3902859	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Satureja	Satureja thymbra
	Satureja viminea	Satureja L.	2926882	HIGHERRANK	96	ACCEPTED	GENUS	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Satureja	
	Satureja visianii	Satureja visianii Å iliÄ‡	3902480	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Satureja	Satureja visianii
	Scandix iberica	Scandix iberica M.Bieb.	3637112	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Scandix	Scandix iberica
	Schinus molle	Schinus molle L.	3190642	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Anacardiaceae	Schinus	Schinus molle
	Schizonepeta annua	Schizonepeta annua (Pall.) Schischk.	3902252	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta annua
	Scleria hirtella	Scleria hirtella Sw.	2712340	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Scleria	Scleria hirtella
	Sclerorhachis platyrachis	Sclerorhachis platyrachis (Boiss.) Podl.	8678300	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Sclerorhachis	Sclerorhachis platyrachis
	Scorzonera undulata	Scorzonera undulata Vahl	3111077	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Scorzonera	Scorzonera undulata
	Scutellaria albida	Scutellaria albida L.	7428462	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Scutellaria	Scutellaria albida
	Scutellaria albida	Scutellaria albida L.	7428462	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Scutellaria	Scutellaria albida
	Scutellaria albida	Scutellaria albida L.	7428462	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Scutellaria	Scutellaria albida
	Scutellaria albida	Scutellaria albida L.	7428462	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Scutellaria	Scutellaria albida
	Scutellaria californica	Scutellaria californica A.Gray	5341370	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Scutellaria	Scutellaria californica
	Scutellaria pinnatifida	Scutellaria pinnatifida A.Ham.	7308344	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Scutellaria	Scutellaria pinnatifida
	Scutellaria repens	Scutellaria repens Buch.-Ham. ex D.Don	5608396	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Scutellaria	Scutellaria repens
	Scutellaria rupestris	Scutellaria rupestris Boiss. & Heldr.	7308215	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Scutellaria	Scutellaria rupestris
	Scutellaria sieberi	Scutellaria sieberi Benth.	5608150	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Scutellaria	Scutellaria sieberi
	Scutellaria volubilis	Scutellaria volubilis Kunth	5607886	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Scutellaria	Scutellaria volubilis
	Semenovia dichotoma	Semenovia dichotoma (Boiss.) Manden.	5538040	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Semenovia	Semenovia dichotoma
	Semenovia suffruticosa	Semenovia suffruticosa (Freyn & Bornm.) Manden.	5537922	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Semenovia	Semenovia suffruticosa
	Semenovia tragioides	Semenovia tragioides (Boiss.) Manden.	5537920	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Semenovia	Semenovia tragioides
	Senecio adenotrichius	Senecio adenotrichius DC.	3106887	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Senecio	Senecio adenotrichius
	Senecio farfarifolius	Senecio Herbarium Practice & Following Welman.	9802230	HIGHERRANK	95	ACCEPTED	GENUS	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Senecio	
	Senecio royleanus	Senecio royleanus DC.	3107806	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Senecio	Senecio royleanus
	Senecio rufinervis	Senecio rufinervis DC.	3142033	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Synotis	Synotis rufinervis
	Senecio squalidus	Senecio squalidus L.	3109117	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Senecio	Senecio squalidus
	Senecio zoellneri	Senecio zoellneri Marticorena & Quezada	3108507	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Culcitium	Culcitium albifolium
	Serotinocarpum insignis	Plantae	6	HIGHERRANK	99	ACCEPTED	KINGDOM	Plantae						
	Seseli buchtormense	Seseli buchtormense (Fisch.) Koch	3632042	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Libanotis	Libanotis buchtormensis
	Seseli campestre	Seseli campestre Besser	3631965	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Seseli	Seseli campestre
	Seseli peucedanoides	Seseli peucedanoides Koso-Pol.	3629993	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Seseli	Seseli peucedanoides
	Seseli resinosum	Seseli resinosum Freyn & Sint.	3629719	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Seseli	Seseli resinosum
	Seseli rigidum	Seseli rigidum Waldst. & Kit.	6026379	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Seseli	Seseli rigidum
	Seseli tortuosum	Seseli tortuosum L.	7904530	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Seseli	Seseli tortuosum
	Seseli tortuosum	Seseli tortuosum L.	7904530	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Seseli	Seseli tortuosum
	Sideritis argyrea	Sideritis argyrea P.H.Davis	3892392	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Sideritis	Sideritis argyrea
	Sideritis clandestina	Sideritis clandestina Hayek	7307873	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Sideritis	Sideritis clandestina
	Sideritis congesta	Sideritis congesta P.H.Davis & Hub.-Mor.	3891788	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Sideritis	Sideritis congesta
	Sideritis erytrantha	Sideritis erythrantha Boiss. & Heldr.	3891428	FUZZY	97	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Sideritis	Sideritis erythrantha
	Sideritis hololeuca	Sideritis hololeuca Boiss. & Heldr.	3890770	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Sideritis	Sideritis hololeuca
	Sideritis montana	Sideritis montana L.	2926688	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Sideritis	Sideritis montana
	Sideritis pusilla (Lange) Pau	Sideritis pusilla Pau	7307458	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Sideritis	Sideritis pusilla
	Sideritis pusilla	Sideritis pusilla Pau	7307458	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Sideritis	Sideritis pusilla
	Sideritis pusilla	Sideritis pusilla Pau	7307458	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Sideritis	Sideritis pusilla
	Sideritis pusilla	Sideritis pusilla Pau	7307458	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Sideritis	Sideritis pusilla
	Sideritis pusilla	Sideritis pusilla Pau	7307458	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Sideritis	Sideritis pusilla
	Sideritis pusilla	Sideritis pusilla Pau	7307458	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Sideritis	Sideritis pusilla
	Sideritis pusilla	Sideritis pusilla Pau	7307458	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Sideritis	Sideritis pusilla
	Sideritis pusilla	Sideritis pusilla Pau	7307458	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Sideritis	Sideritis pusilla
	Sideritis raeseri	Sideritis raeseri Boiss. & Heldr.	7307453	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Sideritis	Sideritis raeseri
	Sideritis raeseri	Sideritis raeseri Boiss. & Heldr.	7307453	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Sideritis	Sideritis raeseri
	Sideritis scardica	Sideritis scardica Griseb.	7307419	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Sideritis	Sideritis scardica
	Sideritis sipylea	Sideritis sipylea Boiss.	3888734	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Sideritis	Sideritis sipylea
	Sideritis stricta	Sideritis stricta Boiss. & Heldr.	3888638	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Sideritis	Sideritis stricta
	Sideritis syriaca	Sideritis syriaca L.	7961270	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Sideritis	Sideritis syriaca
	Sideritis syriaca	Sideritis syriaca L.	7961270	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Sideritis	Sideritis syriaca
	Sideritis taurica	Sideritis taurica Willd.	7307360	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Sideritis	Sideritis taurica
	Silphium integrifolium	Silphium integrifolium Michx.	3092564	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Silphium	Silphium integrifolium
	Siparuna guianensis	Siparuna guianensis Aubl.	7264535	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Laurales	Siparunaceae	Siparuna	Siparuna guianensis
	Siparuna thecaphora	Siparuna thecaphora A.DC.	3782358	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Laurales	Siparunaceae	Siparuna	Siparuna thecaphora
	Sipharuna thecaphora	Siparuna thecaphora A.DC.	3782358	FUZZY	86	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Laurales	Siparunaceae	Siparuna	Siparuna thecaphora
	Sium latifolium	Sium latifolium L.	3034530	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Sium	Sium latifolium
	Smallanthus maculatus	Smallanthus maculatus (Cav.) H.Rob.	3145286	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Smallanthus	Smallanthus maculatus
	Smyrnium cordifolium	Smyrnium cordifolium Boiss.	3638892	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Smyrnium	Smyrnium cordifolium
	Solidago decurrens	Solidago decurrens Lour.	5388989	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Solidago	Solidago decurrens
	Solidago litoralis	Solidago litoralis Savi	5389086	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Solidago	Solidago litoralis
	Solidago puberula	Solidago puberula Nutt.	5388998	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Solidago	Solidago puberula
	Solidago virgaurea	Solidago virgaurea L.	6446462	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Solidago	Solidago virgaurea
	Sphaeranthus indicus	Sphaeranthus indicus L.	8302135	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Sphaeranthus	Sphaeranthus indicus
	Sphaerantia discolor	Sphaerantia discolor Peter G.Wilson & B.Hyland	3186968	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Sphaerantia	Sphaerantia discolor
	Sphaerantia chartacea	Sphaerantia chartacea Peter G.Wilson & B.Hyland	3186969	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Sphaerantia	Sphaerantia chartacea
	Sphaerentia discolor	Sphaerantia discolor Peter G.Wilson & B.Hyland	3186968	FUZZY	88	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Sphaerantia	Sphaerantia discolor
	Sphagneticola trilobata L.	Sphagneticola trilobata (L.) Pruski	3116842	EXACT	88	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Sphagneticola	Sphagneticola trilobata
	Spilanthes acmella	Spilanthes acmella A.Chev.	7367845	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Spilanthes	Spilanthes acmella
	Stachys Corsica	Plantae	6	HIGHERRANK	99	ACCEPTED	KINGDOM	Plantae						
	Stachys acerosa	Stachys acerosa Boiss.	3886625	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Stachys	Stachys acerosa
	Stachys asterocalyx	Stachys asterocalyx Rech.f.	3885200	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Stachys	Stachys asterocalyx
	Stachys benthamiana	Stachys benthamiana Boiss.	3884976	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Stachys	Stachys benthamiana
	Stachys byzantina	Stachys byzantina K.Koch	2927230	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Stachys	Stachys byzantina
	Stachys circinnata	Stachys circinata L'HÃ©r.	3884228	FUZZY	97	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Stachys	Stachys circinata
	Stachys lanata	Stachys L.	2927228	HIGHERRANK	96	ACCEPTED	GENUS	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Stachys	
	Stachys lavandulifolia	Stachys lavandulifolia Vahl	7306428	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Stachys	Stachys lavandulifolia
	Stachys milanii	Stachys milanii Petrov. ex Magnier	7636716	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Stachys	Stachys milanii
