CSID	EID	SYNONYM
CS84780	C4642	( )-Bakkenolide A
CS84781	C4642	NSC 292655
CS84782	C4642	AC1L9CDQ
CS84783	C4642	CHEBI:2984
CS84784	C4642	SCHEMBL20225099
CS84785	C4642	DTXSID20173684
CS84786	C4642	ZINC4098028
CS84787	C4642	MFCD10566620
CS84788	C4642	Y0035
CS84789	C4642	C09350
CS84790	C4642	(2R,3aR,7S,7aR)-7,7a-dimethyl-4'-methylidenespiro[3,3a,4,5,6,7-hexahydro-1H-indene-2,3'-oxolane]-2'-one
CS84791	C4642	Spiro(furan-3(2H),2'-(2H)inden)-2-one, decahydro-3'a,4'-dimethyl-4-methylene-, (2'R-(2'alpha,3'aalpha,4'alpha,7'aalpha))-
CS84792	C4642	Spiro(furan-3(2H),2'-indan)-2-one, 3'a,4,4',5,5',6',7',7'abeta-octahydro-3'abeta,4'beta-dimethyl-4-methylene-, (2'R)-
CS84793	C4642	Spiro[furan-3(2H),2'-[2H]inden]-2-one,decahydro-3'a,4'-dimethyl-4-methylene-, (2'R,3'aR,4'S,7'aR)-
CS84794	C2948	alpha-Cyclocostunolide
CS84795	C2948	Cyclocostunolide
CS84796	C2948	2221-81-0
CS84797	C2948	AC1L9CET
CS84798	C2948	C09383
CS84799	C2948	CHEBI:10226
CS84800	C2948	DTXSID10176760
CS84801	C2948	(3aS,5aR,9aR,9bS)-5a,9-dimethyl-3-methylene-4,5,6,7,9a,9b-hexahydro-3aH-benzo[g]benzofuran-2-one
CS84802	C2948	(3aS,5aR,9aR,9bS)-5a,9-dimethyl-3-methylidene-4,5,6,7,9a,9b-hexahydro-3aH-benzo[g][1]benzofuran-2-one
CS84803	C2948	Naphtho(1,2-b)furan-2(3H)-one, 3a,4,5,5a,6,7,9a,9b-octahydro-5a,9-dimethyl-3-methylene-, (3aS-(3aalpha,5abeta,9aalpha,9bbeta))-
CS84804	C2948	Naphtho[1,2-b]furan-2(3H)-one, 3a,4,5,5a,6,7,9a,9b-octahydro-5a,9-dimethyl-3-methylene-, (3aS,5aR,9aR,9bS)-
CS84805	C3312	beta-Cyclocostunolide
CS84806	C3312	2221-82-1
CS84807	C3312	AC1L9CEW
CS84808	C3312	(3aS,5aR,9aS,9bS)-5a-methyl-3,9-dimethylene-3a,4,5,6,7,8,9a,9b-octahydrobenzo[g]benzofuran-2-one
CS84809	C3312	C09384
CS84810	C3312	SCHEMBL15941718
CS84811	C3312	CHEBI:10364
CS84812	C3312	DTXSID60331766
CS84813	C3312	Naphtho[1,2-b]furan-2(3H)-one, decahydro-5a-methyl-3,9-dimethylene-, (3aS,5aR,9aS,9bS)-
CS84814	C3312	(3aS,5aR,9aS,9bS)-5a-methyl-3,9-dimethylidene-3a,4,5,6,7,8,9a,9b-octahydrobenzo[g][1]benzofuran-2-one
CS84815	C759	LEVOMENOL
CS84816	C759	(-)-alpha-Bisabolol
CS84817	C759	alpha-Bisabolol
CS84818	C759	23089-26-1
CS84819	C759	Bisabolol
CS84820	C759	Kamillosan
CS84821	C759	UNII-24WE03BX2T
CS84822	C759	alpha-(-)-Bisabolol
CS84823	C759	CHEBI:125
CS84824	C759	24WE03BX2T
CS84825	C759	RGZSQWQPBWRIAQ-CABCVRRESA-N
CS84826	C759	(2S)-6-methyl-2-[(1S)-4-methylcyclohex-3-en-1-yl]hept-5-en-2-ol
CS84827	C759	Levomenolum
CS84828	C759	Kamilosan
CS84829	C759	(-)-6-Methyl-2-(4-methyl-3-cyclohexen-1-yl)-5-hepten-2-ol
CS84830	C759	1-alpha-Bisabolol
CS84831	C759	Levomenol [INN]
CS84832	C759	alpha-Bisabolol, L-
CS84833	C759	alpha-Bisabolol (-)-form
CS84834	C759	515-69-5
CS84835	C759	Levomenolum [INN-Latin]
CS84836	C759	Bisbalol
CS84837	C759	CCRIS 9081
CS84838	C759	3-Cyclohexene-1-methanol, .alpha.,4-dimethyl-.alpha.-(4-methyl-3-pentenyl)-, [S-(R*,R*)]-
CS84839	C759	EINECS 245-423-3
CS84840	C759	l-.alpha.-Bisabolol
CS84841	C759	(-)-|A-Bisabolol
CS84842	C759	.alpha.-Bisabolol, L-
CS84843	C759	AC1L9CMZ
CS84844	C759	.alpha.-(-)-Bisabolol
CS84845	C759	(-)--BISABOLOL
CS84846	C759	ALPHA-(-)BISABOLOL
CS84847	C759	DSSTox_CID_22094
CS84848	C759	DSSTox_RID_79924
CS84849	C759	DSSTox_GSID_42094
CS84850	C759	SCHEMBL24989
CS84851	C759	.alpha.-Bisabolol (-)-form
CS84852	C759	((-))-6-Methyl-2-(4-methyl-3-cyclohexen-1-yl)-5-hepten-2-ol
CS84853	C759	CHEMBL1096927
CS84854	C759	DTXSID4042094
CS84855	C759	ZINC1849759
CS84856	C759	[S-(R*,R*)]-.alpha.-Bisabolol
CS84857	C759	Tox21_301375
CS84858	C759	5-Hepten-2-ol, 6-methyl-2-(4-methyl-3-cyclohexen-1-yl)-, (-)-
CS84859	C759	BDBM50382730
CS84860	C759	MFCD03412455
CS84861	C759	DB13153
CS84862	C759	LMPR0103060001
CS84863	C759	(-)-alpha-Bisabolol, >=93% (GC)
CS84864	C759	NCGC00255987-01
CS84865	C759	(-)-alpha-Bisabolol, analytical standard
CS84866	C759	CAS-23089-26-1
CS84867	C759	Alpha-Bisabolol 1000 microg/mL in Isopropanol
CS84868	C759	C09621
CS84869	C759	J-014978
CS84870	C759	UNII-36HQN158VC component RGZSQWQPBWRIAQ-CABCVRRESA-N
CS84871	C759	(-)-alpha-Bisabolol, primary pharmaceutical reference standard
CS84872	C759	Levomenol, United States Pharmacopeia (USP) Reference Standard
CS84873	C759	6-Methyl-2-(4-methyl-3-cyclohexen-1-yl)-5-hepten-2-ol, (-)-
CS84874	C759	3-Cyclohexene-1-methanol, a,4-dimethyl-a-(4-methyl-3-pentenyl)-,(aS,1S)-
CS84875	C759	[S-(R*,R*)]-.alpha.,4-Dimethyl-.alpha.-(4-methyl-3-pentenyl)cyclohex-3-ene-1-methanol
CS84876	C759	3-Cyclohexene-1-methanol, .alpha.,4-dimethyl-.alpha.-(4-methyl-3-pentenyl)-, (-)-
CS84877	C759	3-Cyclohexene-1-methanol, alpha,4-dimethyl-alpha-(4-methyl-3-pentenyl)-, (.alpha.S,1S)-
CS84878	C759	3-Cyclohexene-1-methanol, alpha,4-dimethyl-alpha-(4-methyl-3-pentenyl)-, (alphaS,1S)-
CS84879	C759	3-Cyclohexene-1-methanol, alpha,4-dimethyl-alpha-(4-methyl-3-pentenyl)-, (S-(theta,theta))-
CS84880	C383	Carotol
CS84881	C383	UNII-NT5C9M36DE
CS84882	C383	465-28-1
CS84883	C383	(+)-8-Daucen-5-ol
CS84884	C383	NT5C9M36DE
CS84885	C383	(+)-Carotol
CS84886	C383	AC1L9CN8
CS84887	C383	CHEBI:3431
CS84888	C383	SCHEMBL6514107
CS84889	C383	ZINC1729384
CS84890	C383	LMPR0103550001
CS84891	C383	3aalpha(1H)-Azulenol, 2,3,4,5,8,8a-hexahydro-3alpha-isopropyl-6,8aalpha-dimethyl-, (+)-
CS84892	C383	C09628
CS84893	C383	(3R,3aS,8aR)-6,8a-dimethyl-3-propan-2-yl-1,2,3,4,5,8-hexahydroazulen-3a-ol
CS84894	C383	3a(1H)-Azulenol, 2,3,4,5,8,8a-hexahydro-6,8a-dimethyl-3-(1-methylethyl)-, (3R-(3alpha,3aalpha,8aalpha))-
CS84895	C2923	alpha-Chamigrene
CS84896	C2923	AC1L9CNK
CS84897	C2923	19912-83-5
CS84898	C2923	C09635
CS84899	C2923	(6R)-3,7,11,11-tetramethylspiro[5.5]undeca-3,7-diene
CS84900	C2923	CHEBI:10220
CS84901	C2923	DTXSID40331805
CS84902	C2923	(6R)-1,5,5,9-tetramethylspiro[5.5]undeca-1,9-diene
CS84903	C3289	beta-Chamigrene
CS84904	C3289	(-)-beta-Chamigrene
CS84905	C3289	(-)-chamigrene
CS84906	C3289	18431-82-8
CS84907	C3289	(R)-beta-chamigrene
CS84908	C3289	Chamigrene
CS84909	C3289	Chamigren
CS84910	C3289	(6R)-3,7,7-trimethyl-11-methylidenespiro[5.5]undec-2-ene
CS84911	C3289	AC1L9CNQ
CS84912	C3289	(R)-11-Methylene-3,7,7-trimethylspiro[5.5]undec-2-ene
CS84913	C3289	CHEBI:10359
CS84914	C3289	FT-0773907
CS84915	C3289	C09637
CS84916	C3289	(6R)-3,11,11-trimethyl-7-methylidenespiro[5.5]undec-3-ene
CS84917	C3082	alpha-Cubebene
CS84918	C3082	UNII-438H9S5RG9
CS84919	C3082	(-)-alpha-Cubebene
CS84920	C3082	438H9S5RG9
CS84921	C3082	17699-14-8
CS84922	C3082	Caswell No. 264AB
CS84923	C3082	EPA Pesticide Chemical Code 117901
CS84924	C3082	alpha-Cubebene, (-)-
CS84925	C3082	AC1L9CO8
CS84926	C3082	DTXSID3058325
CS84927	C3082	CHEBI:10224
CS84928	C3082	1H-Cyclopenta(1,3)cyclopropa(1,2)benzene, 3a,3b,4,5,6,7-hexahydro-3,7-dimethyl-4-(1-methylethyl)-, (3aS,3bR,4S,7R,7aR)-
CS84929	C3082	ZINC8234284
CS84930	C3082	1H-Cyclopenta(1,3)cyclopropa(1,2)benzene, 3a,3b,4,5,6,7-hexahydro-3,7-dimethyl-4-(1-methyl-ethyl)-, (3aS-(3aalpha,3bbeta,4beta,7alpha,7aS*))-
CS84931	C3082	C09647
CS84932	C3082	I14-45219
CS84933	C4137	Daucol
CS84934	C4137	UNII-I0ZU59LV27
CS84935	C4137	AC1L9COK
CS84936	C4137	I0ZU59LV27
CS84937	C4137	0887-08-01
CS84938	C4137	C09652
CS84939	C4137	Daucol [MI]
CS84940	C4137	(-)-Daucol
CS84941	C4137	CHEBI:4329
CS84942	C4137	DTXSID90331810
CS84943	C4137	(3R,3aS,6S,7S,8aR)-Octahydro-6,8a-dimethyl-3-(1-methylethyl)-1H-3a,6-epoxyazulen-7-ol
CS84944	C4137	1H-3a,6-Epoxyazulen-7-ol, octahydro-6,8a-dimethyl-3-(1-methylethyl)-, (3R,3aS,6S,7S,8aR)-
CS84945	C3330	BETA-SELINENE
CS84946	C3330	(+)-beta-Selinene
CS84947	C3330	beta-Eudesmene
CS84948	C3330	.beta.-Selinene
CS84949	C3330	CHEBI:10443
CS84950	C3330	Eudesma-4(14),11-diene
CS84951	C3330	17066-67-0
CS84952	C3330	Naphthalene, decahydro-4a-methyl-1-methylene-7-(1-methylethenyl)-, [4aR-(4a.alpha.,7.alpha.,8a.beta.)]-
CS84953	C3330	.beta.-Eudesmene
CS84954	C3330	(4aR,7R,8aS)-7-isopropenyl-4a-methyl-1-methylenedecahydronaphthalene
CS84955	C3330	(4aR,7R,8aS)-4a-methyl-1-methylidene-7-(prop-1-en-2-yl)decahydronaphthalene eudesma-4(14),11-diene
CS84956	C3330	[4aR-(4aalpha,7alpha,8abeta)]-decahydro-4a-methyl-1-methylene-7-(1-methylethenyl)-naphthalene
CS84957	C3330	(+)-.beta.-Selinene
CS84958	C3330	AC1L9CQH
CS84959	C3330	C09723
CS84960	C3330	CHEMBL2287242
CS84961	C3330	YOVSPTNQHMDJAG-QLFBSQMISA-N
CS84962	C3330	7-Isopropenyl-4a-methyl-1-methylenedecahydronaphthalene-, (4aR-(4a.alpha.,7.alpha.,8a.beta.))-
CS84963	C3330	ZINC8234293
CS84964	C3330	LMPR0103190014
CS84965	C3330	(4aR,7R,8aS)-4a-methyl-1-methylidene-7-(prop-1-en-2-yl)decahydronaphthalene
CS84966	C3330	(4ar,7r,8as)-decahydro-4a-methyl-1-methylene-7-(1-methylethenyl)-naphthalene
CS84967	C3330	(3R,4aS,8aR)-8a-methyl-5-methylidene-3-prop-1-en-2-yl-1,2,3,4,4a,6,7,8-octahydronaphthalene
CS84968	C4016	Thujopsene
CS84969	C4016	(-)-Thujopsene
CS84970	C4016	470-40-6
CS84971	C4016	UNII-E116U47P7N
CS84972	C4016	Sesquichamene
CS84973	C4016	cis-Thujopsene
CS84974	C4016	E116U47P7N
CS84975	C4016	WIDDRENE
CS84976	C4016	Thujopsene, (-)-
CS84977	C4016	(-)-Thujopsen
CS84978	C4016	(1aS,4aS,8aS)-2,4a,8,8-tetramethyl-1,1a,4,5,6,7-hexahydrocyclopropa[j]naphthalene
CS84979	C4016	(-)-widdrene
CS84980	C4016	EINECS 207-426-8
CS84981	C4016	NSC 44707
CS84982	C4016	AC1L9CR2
CS84983	C4016	CHEBI:9578
CS84984	C4016	(1S,6S,10S)-2,2,6,9-Tetramethyltricyclo[8.1.0.01.6]undec-8-ene
CS84985	C4016	CTK8F1421
CS84986	C4016	Cyclopropa(d)naphthalene, 1,1a,4,4a,5,6,7,8-octahydro-2,4a,8,8-tetramethyl-, (1aS,4aS,8aS)-
CS84987	C4016	ZINC8234295
CS84988	C4016	AKOS015914102
CS84989	C4016	LMPR0103860001
CS84990	C4016	VC30563
CS84991	C4016	(-)-Thujopsene, >=97.0% (GC)
CS84992	C4016	CC-00064
CS84993	C4016	C09740
CS84994	C4016	A827133
CS84995	C4016	C-10040
CS84996	C4016	I14-45277
CS84997	C4016	(1aS,4aS,8aS)-2,4a,8,8-tetramethyl-1,1a,4,4a,5,6,7,8-octahydrocyclopropa[d]naphthalene
CS84998	C4016	(1AS-(1aalpha,4abeta,8aR*))-1,1a,4,4a,5,6,7,8-octahydro-2,4a,8,8-tetramethylcyclopropa(d)naphthalene
CS84999	C4016	Cyclopropa[d]naphthalene,1,1a,4,4a,5,6,7,8-octahydro-2,4a,8,8-tetramethyl-, (1aS,4aS,8aS)-
CS85000	C3057	alpha-Vetivone
CS85001	C3057	Isonootkaton
CS85002	C3057	Isonootkatone
CS85003	C3057	UNII-WA62V77MMV
CS85004	C3057	15764-04-02
CS85005	C3057	WA62V77MMV
CS85006	C3057	C09744
CS85007	C3057	2(3H)-Naphthalenone, 4,4a,5,6,7,8-hexahydro-4,4a-dimethyl-6-(1-methylethylidene)-, (4R,4aS)-
CS85008	C3057	EINECS 239-855-1
CS85009	C3057	AC1L9CR8
CS85010	C3057	SCHEMBL1545445
CS85011	C3057	CHEBI:10339
CS85012	C3057	(4R-cis)-4,4a,5,6,7,8-Hexahydro-4,4a-dimethyl-6-(1-methylethylidene)naphthalen-2(3H)-one
CS85013	C3057	(4R,4aS)-4,4a-dimethyl-6-propan-2-ylidene-4,5,7,8-tetrahydro-3H-naphthalen-2-one
CS85014	C3057	(4R,4aS)-6-isopropylidene-4,4a-dimethyl-4,5,7,8-tetrahydro-3H-naphthalen-2-one
CS85015	C3425	beta-Vetivone
CS85016	C3425	.beta.-Vetivone
CS85017	C3425	UNII-V86K3R7R4P
CS85018	C3425	18444-79-6
CS85019	C3425	AC1L9CRB
CS85020	C3425	V86K3R7R4P
CS85021	C3425	C09745
CS85022	C3425	SureCN1544899
CS85023	C3425	SCHEMBL1544899
CS85024	C3425	CHEBI:10448
CS85025	C3425	ISLOGSAEQNKPGG-DOMZBBRYSA-N
CS85026	C3425	Spiro(4.5)dec-6-en-8-one, 6,10-dimethyl-2-(1-methylethylidene)-, (5R,10R)-
CS85027	C3425	(5R,6R)-3-isopropylidene-6,10-dimethyl-spiro[4.5]dec-9-en-8-one
CS85028	C3425	(5R,6R)-6,10-dimethyl-3-propan-2-ylidenespiro[4.5]dec-9-en-8-one
CS85029	C282	alpha-Ylangene
CS85030	C282	AC1L9CRH
CS85031	C282	CHEBI:10341
CS85032	C282	C09749
CS85033	C3668	Carvone oxide
CS85034	C3668	Carvone Epoxide
CS85035	C3668	UNII-S7C1X9QF3Q
CS85036	C3668	NSC 316066
CS85037	C3668	S7C1X9QF3Q
CS85038	C3668	1-Carvone oxide
CS85039	C3668	36616-60-1
CS85040	C3668	(+)-Carvone epoxide
CS85041	C3668	Carvone-5,6-oxide, trans-(+)-
CS85042	C3668	EINECS 253-128-6
CS85043	C3668	Carvone 1,2-Oxide
CS85044	C3668	AC1L9CVN
CS85045	C3668	(Z)-carvone-5,6-oxide
CS85046	C3668	(R,R,R)-Carvone Epoxide
CS85047	C3668	SCHEMBL3364380
CS85048	C3668	p-Menth-8-en-2-one, 1,6-epoxy-, (1R,4R,6R)-(-)-
CS85049	C3668	7-Oxabicyclo(4.1.0)heptan-2-one, 1-methyl-4-(1-methylethenyl)-, (1R,4R,6R)-
CS85050	C3668	YGMNGQDLUQECTO-SFGNSQDASA-N
CS85051	C3668	18383-49-8
CS85052	C3668	ZINC4098372
CS85053	C3668	LMPR0102090018
CS85054	C3668	C09841
CS85055	C3668	(+)-2,3-Epoxy-5-isopropenyl-2-methylcyclohexanone
CS85056	C3668	UNII-1PW5U5978E component YGMNGQDLUQECTO-SFGNSQDASA-N
CS85057	C3668	(1R,4R,6R)-4-Isopropenyl-1-methyl-1,6-epoxycyclohexan-2-one
CS85058	C3668	(1R,3R,6R)-6-methyl-3-prop-1-en-2-yl-7-oxabicyclo[4.1.0]heptan-5-one
CS85059	C3668	(1r,4r,6r)-4-isopropenyl-1-methyl-7-oxabicyclo[4.1.0]heptan-2-one
CS85060	C3668	(1alpha,4alpha,6alpha)-(+)-1-Methyl-4-(1-methylvinyl)-7-oxabicyclo(4.1.0)heptan-2-one
CS85061	C3668	(1R,4R,6R)-1-Methyl-4-(1-methylethenyl)-7-oxabicyclo[4.1.0]heptan-2-one
CS85062	C3668	(1r,4r,6r)-1-methyl-4-(prop-1-en-2-yl)-7-oxabicyclo[4.1.0]heptan-2-one
CS85063	C404	Chrysanthenone
CS85064	C404	(+)-Chrysanthenone
CS85065	C404	2-Pinen-7-one
CS85066	C404	AC1L9CVQ
CS85067	C404	0473-06-03
CS85068	C404	4,6,6-trimethylbicyclo[3.1.1]hept-3-en-7-one
CS85069	C404	Bicyclo[3.1.1]hept-2-en-6-one, 2,7,7-trimethyl-
CS85070	C404	(-)-Chrysanthenone
CS85071	C404	38301-80-3
CS85072	C404	CHEBI:19
CS85073	C404	2,7,7-Trimethylbicyclo[3.1.1]hept-2-en-6-one
CS85074	C404	CHEBI:3681
CS85075	C404	SCHEMBL2384039
CS85076	C404	IECBDTGWSQNQID-UHFFFAOYSA-N
CS85077	C404	C09843
CS85078	C404	C11394
CS85079	C404	2,7,7-Trimethylbicyclo[3.1.1]hept-2-en-6-one #
CS85080	C785	(+)-alpha-Terpineol
CS85081	C785	(R)-(+)-alpha-Terpineol
CS85082	C785	7785-53-7
CS85083	C785	(R)-p-Menth-1-en-8-ol
CS85084	C785	(R)-alpha-terpineol
CS85085	C785	(+)-p-menth-1-en-8-ol
CS85086	C785	(R)-2-(4-Methyl-3-cyclohexenyl)isopropanol
CS85087	C785	WUOACPNHFRMFPN-VIFPVBQESA-N
CS85088	C785	2-[(1R)-4-methylcyclohex-3-en-1-yl]propan-2-ol
CS85089	C785	MFCD00171435
CS85090	C785	alpha-Terpinenol
CS85091	C785	1-alpha-terpineol
CS85092	C785	Menth-1-en-8-ol
CS85093	C785	L-alpha-TERPINEOL
CS85094	C785	(S)-(-)-alpha-terpineol
CS85095	C785	(R)-alpha,alpha,4-Trimethylcyclohex-3-ene-1-methanol
CS85096	C785	alpha-Terpinol
CS85097	C785	alpha-terpineole
CS85098	C785	Lily of valley
CS85099	C785	.alpha.-Terpinol
CS85100	C785	(+)--Terpineol
CS85101	C785	Terpineol, .alpha.
CS85102	C785	dl-.alpha.-Terpineol
CS85103	C785	(+)-|A-Terpineol
CS85104	C785	AC1L9CYK
CS85105	C785	AC1Q2JDL
CS85106	C785	8-Hydroxy-p-menth-1-ene
CS85107	C785	3-Cyclohexene-1-methanol, .alpha.,.alpha.4-trimethyl-
CS85108	C785	(+)-(4R)-alpha-terpineol
CS85109	C785	CHEBI:300
CS85110	C785	SCHEMBL891812
CS85111	C785	(4R)-p-menth-1-en-8-ol
CS85112	C785	(6R)-p-menth-1-en-8-ol
CS85113	C785	(.+/-.)-.alpha.-Terpineol
CS85114	C785	ZINC967799
CS85115	C785	LMPR0102090028
CS85116	C785	(+)-alpha-Terpineol, analytical standard
CS85117	C785	AJ-24552
CS85118	C785	CJ-04634
CS85119	C785	ZB015495
CS85120	C785	4-(2-Hydroxy-2-propyl)-1-methylcyclohexene
CS85121	C785	FT-0772029
CS85122	C785	2-(4-Methyl-3-cyclohexen-1-yl)-2-propanol
CS85123	C785	(R)-2-(4-methylcyclohex-3-enyl)propan-2-ol
CS85124	C785	C09902
CS85125	C785	2-(4-Methyl-3-cyclohexen-1-yl)-2-propanol #
CS85126	C785	2-[(1R)-4-methyl-1-cyclohex-3-enyl]propan-2-ol
CS85127	C785	.alpha.,.alpha.,4-Trimethyl-3-Cyclohexene-1-methanol
CS85128	C785	alpha,alpha,4-Trimethyl-(S)-3-Cyclohexene-1-methanol
CS85129	C785	I14-49868
CS85130	C785	(1R)-alpha,alpha,4-trimethyl-3-cyclohexene-1-methanol
CS85131	C785	alpha,alpha,4-Trimethyl-(1S)-3-Cyclohexene-1-methanol
CS85132	C785	2-(4-methylcyclohex-3-enyl)propan-2-ol (alpha-terpineol)
CS85133	C785	UNII-21334LVV8W component WUOACPNHFRMFPN-VIFPVBQESA-N
CS85134	C785	UNII-R53Q4ZWC99 component WUOACPNHFRMFPN-VIFPVBQESA-N
CS85135	C1350	6-Gingerol
CS85136	C1350	23513-14-6
CS85137	C1350	gingerol
CS85138	C1350	[6]-Gingerol
CS85139	C1350	(6)-Gingerol
CS85140	C1350	(S)-(+)-[6]Gingerol
CS85141	C1350	(S)-(6)-Gingerol
CS85142	C1350	(+)-[6]-Gingerol
CS85143	C1350	(S)-5-Hydroxy-1-(4-hydroxy-3-methoxyphenyl)decan-3-one
CS85144	C1350	UNII-925QK2Z900
CS85145	C1350	(5S)-5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)-3-decanone
CS85146	C1350	3-Decanone, 5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)-, (5S)-
CS85147	C1350	(+)-5-Hydroxy-1-(4-hydroxy-3-methoxyphenyl)-3-decanone
CS85148	C1350	CHEMBL402978
CS85149	C1350	(5S)-5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)decan-3-one
CS85150	C1350	CHEBI:10136
CS85151	C1350	5-Hydroxy-1-(4-hydroxy-3-methoxyphenyl)-3-decanone
CS85152	C1350	MFCD00210507
CS85153	C1350	925QK2Z900
CS85154	C1350	(5S)-5-Hydroxy-1-(4-hydroxy-3-methoxy-phenyl)decan-3-one
CS85155	C1350	Q-100300
CS85156	C1350	W-205525
CS85157	C1350	BDBM50317427
CS85158	C1350	1391-73-7
CS85159	C1350	5-Hydroxy-1-(4'-hydroxy-3'-methoxyphenyl)-3-decanone
CS85160	C1350	3-Decanone, 5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)-, (S)-
CS85161	C1350	3-Decanone, 5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)-, (S)-(+)-
CS85162	C1350	AK-34266
CS85163	C1350	(S)-[6]Gingerol
CS85164	C1350	(5S)-[6]-Gingerol
CS85165	C1350	AC1L9DF8
CS85166	C1350	CBiol_001786
CS85167	C1350	SCHEMBL32102
CS85168	C1350	BSPBio_001347
CS85169	C1350	KBioGR_000067
CS85170	C1350	KBioSS_000067
CS85171	C1350	CHEMBL446043
CS85172	C1350	GTPL2428
CS85173	C1350	DTXSID3041035
CS85174	C1350	CTK8E2754
CS85175	C1350	KBio2_000067
CS85176	C1350	KBio2_002635
CS85177	C1350	KBio2_005203
CS85178	C1350	KBio3_000133
CS85179	C1350	KBio3_000134
CS85180	C1350	KS-00000ICR
CS85181	C1350	Bio1_000072
CS85182	C1350	Bio1_000561
CS85183	C1350	Bio1_001050
CS85184	C1350	Bio2_000067
CS85185	C1350	Bio2_000547
CS85186	C1350	HMS1361D09
CS85187	C1350	HMS1791D09
CS85188	C1350	HMS1989D09
CS85189	C1350	HMS3402D09
CS85190	C1350	[6]-Gingerol, analytical standard
CS85191	C1350	ZINC1531846
CS85192	C1350	BDBM50275147
CS85193	C1350	CG0022
CS85194	C1350	[6]-Gingerol, >=98% (HPLC)
CS85195	C1350	AKOS015888215
CS85196	C1350	CCG-208033
CS85197	C1350	CCG-208214
CS85198	C1350	CS-6333
CS85199	C1350	IDI1_033817
CS85200	C1350	NCGC00163131-01
CS85201	C1350	NCGC00163131-02
CS85202	C1350	NCGC00163131-03
CS85203	C1350	AJ-26735
CS85204	C1350	BC682321
CS85205	C1350	DS-12369
CS85206	C1350	HY-14615
CS85207	C1350	O896
CS85208	C1350	TR-010917
CS85209	C1350	FT-0621144
CS85210	C1350	N1353
CS85211	C1350	ST24036221
CS85212	C1350	A12010
CS85213	C1350	C10462
CS85214	C1350	513G146
CS85215	C1350	A816759
CS85216	C1350	SR-05000002341
CS85217	C1350	SR-05000002341-2
CS85218	C1350	BRD-K26117720-001-02-2
CS85219	C1350	I14-13375
CS85220	C1350	(S)-5-Hydroxy-1-(4-hydroxy-3-methoxy-phenyl-3-decanone
CS85221	C1350	(5S)-1-(3-methoxy-4-oxidanyl-phenyl)-5-oxidanyl-decan-3-one
CS85222	C1350	(S)-(+)-5-Hydroxy-1-(4-hydroxy-3-methoxyphenyl)-3-decanone
CS85223	C1350	[1-(4''-hydroxy-3''-methoxyphenyl)-5-hydroxy-3-decanone]
CS85224	C774	(-)-Linalool
CS85225	C774	126-91-0
CS85226	C774	(3R)-Linalool
CS85227	C774	(R)-(-)-Linalool
CS85228	C774	UNII-3U21E3V8I2
CS85229	C774	1,6-Octadien-3-ol, 3,7-dimethyl-, (3R)-
CS85230	C774	CHEBI:28
CS85231	C774	(3R)-3,7-dimethylocta-1,6-dien-3-ol
CS85232	C774	L-Linalool
CS85233	C774	3U21E3V8I2
CS85234	C774	3R,7-dimethylocta-1,6-dien-3-ol
CS85235	C774	MFCD00135469
CS85236	C774	(R)-3,7-dimethylocta-1,6-dien-3-ol
CS85237	C774	LINALOOL (+)
CS85238	C774	(R)-3,7-Dimethyl-1,6-octadien-3-ol
CS85239	C774	(R)-linalool
CS85240	C774	EINECS 204-811-2
CS85241	C774	(R)-(-)-Linalool, 95% (sum of enantiomers)
CS85242	C774	laevo-linalool
CS85243	C774	(-)-3,7-dimethyl-1,6-octadien-3-ol
CS85244	C774	(3R)-3,7-dimethyl-1,6-octadien-3-ol
CS85245	C774	(R)-(-)-3,7-Dimethyl-1,6-octadien-3-ol
CS85246	C774	Spectrum_000212
CS85247	C774	SpecPlus_000909
CS85248	C774	Spectrum2_001944
CS85249	C774	Spectrum3_001173
CS85250	C774	Spectrum4_001777
CS85251	C774	Spectrum5_000393
CS85252	C774	1,6-OCTADIEN-3-OL, 3,7-DIMETHYL-, (-)-
CS85253	C774	AC1L9E4Q
CS85254	C774	BSPBio_002785
CS85255	C774	KBioGR_002294
CS85256	C774	KBioSS_000692
CS85257	C774	DivK1c_007005
CS85258	C774	SCHEMBL891312
CS85259	C774	SPECTRUM1501212
CS85260	C774	SPBio_002007
CS85261	C774	CHEMBL235672
CS85262	C774	CTK8F1408
CS85263	C774	KBio1_001949
CS85264	C774	KBio2_000692
CS85265	C774	KBio2_003260
CS85266	C774	KBio2_005828
CS85267	C774	KBio3_002285
CS85268	C774	DTXSID40872607
CS85269	C774	(-)-Linalool, analytical standard
CS85270	C774	ZINC1529820
CS85271	C774	CCG-38497
CS85272	C774	L-Linalool, natural, >=95%, FG
CS85273	C774	AKOS028109218
CS85274	C774	LMPR0102010013
CS85275	C774	SDCCGMLS-0066889.P001
CS85276	C774	SMP2_000331
CS85277	C774	NCGC00095658-01
CS85278	C774	NCGC00095658-02
CS85279	C774	CJ-23937
CS85280	C774	FT-0772303
CS85281	C774	1,6-Octadien-3-ol,3,7-dimethyl-, (3R)-
CS85282	C774	C11388
CS85283	C774	J-005448
