,title,author,vol,journal,DOI_link,DOI_number,Crossref_link
86,Chemical Composition of the Essential Oils from the Aerial Parts of Bupleurum gibraltarium Lam.,"Arturo Velasco-Negueruela , María José Peŕez-Alonso , Jesús Palá-Paúl , Ana Camacho , Ana María Fernández Ocaña , Carlos Fernández López , Joaquín Altarejos & María Concepción García Vallejo","VOL. 10, 9-19 (Jan/Feb 1998)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.1998.9700831,10.1080/10412905.1998.9700831,
87,Chemical Composition of the Essential Oils from the Aerial Parts of Bupleurum gibraltarium Lam.,"Arturo Velasco-Negueruela , María José Peŕez-Alonso , Jesús Palá-Paúl , Ana Camacho , Ana María Fernández Ocaña , Carlos Fernández López , Joaquín Altarejos & María Concepción García Vallejo","VOL. 10, 9-19 (Jan/Feb 1998)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.1998.9700831,10.1080/10412905.1998.9700831,
88,Chemical Composition of the Essential Oils from the Aerial Parts of Bupleurum gibraltarium Lam.,"Arturo Velasco-Negueruela , María José Peŕez-Alonso , Jesús Palá-Paúl , Ana Camacho , Ana María Fernández Ocaña , Carlos Fernández López , Joaquín Altarejos & María Concepción García Vallejo","VOL. 10, 9-19 (Jan/Feb 1998)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.1998.9700831,10.1080/10412905.1998.9700831,
89,Chemical Composition of the Essential Oils from the Aerial Parts of Bupleurum gibraltarium Lam.,"Arturo Velasco-Negueruela , María José Peŕez-Alonso , Jesús Palá-Paúl , Ana Camacho , Ana María Fernández Ocaña , Carlos Fernández López , Joaquín Altarejos & María Concepción García Vallejo","VOL. 10, 9-19 (Jan/Feb 1998)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.1998.9700831,10.1080/10412905.1998.9700831,
90,Chemical Composition of the Essential Oils from the Aerial Parts of Bupleurum gibraltarium Lam.,"Arturo Velasco-Negueruela , María José Peŕez-Alonso , Jesús Palá-Paúl , Ana Camacho , Ana María Fernández Ocaña , Carlos Fernández López , Joaquín Altarejos & María Concepción García Vallejo","VOL. 10, 9-19 (Jan/Feb 1998)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.1998.9700831,10.1080/10412905.1998.9700831,
91,Steam Volatiles of the Fruits of Prangos bornmuelleri Hub.-Mor. et Reese,"K. H.C. Baser , M. Kürkçüoglu & H. Duman","VOL. 11, 151-152 (Mar/Apr 1999)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.1999.9701096,10.1080/10412905.1999.9701096,
92,Essential Oil Components in the Epigeous and Hypogeous Parts of Meum athamanticum Jacq,"Bruno Tirillini, Roberto Pellegrino, Alessandro Menghini & Barbara Tomaselli","VOL. 11, 251-252 (Mar/Apr 1999)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.1999.9701124,10.1080/10412905.1999.9701124,
93,Essential Oil Components in the Epigeous and Hypogeous Parts of Meum athamanticum Jacq,"Bruno Tirillini, Roberto Pellegrino, Alessandro Menghini & Barbara Tomaselli","VOL. 11, 251-252 (Mar/Apr 1999)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.1999.9701124,10.1080/10412905.1999.9701124,
94,The Essential Oil of Semenovia suffruticosa (Freyn et Bornm.) Manden,"Abdolhossein Rustaiyan , Shiva Masoudi & Zahra Aghjani","VOL. 11, 365-366 (May/Jun 1999)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.1999.9701156,10.1080/10412905.1999.9701156,
95,Volatile Constituents from the Fruits of Astydamia latifolia (L. fil.) Baillon Grown in the Canary Islands,"María José Pérez-Alonso , Arturo Velasco-Negueruela , Jesús Palá-Paúl , Pablo Ramos-Vázquez , Pedro Luís Pérez de Paz & María Concepción García Vallejo","VOL. 11, 403-405 (July/Aug 1999)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.1999.9701168,10.1080/10412905.1999.9701168,
96,Essential Leaf Oil Composition of Myrrhis odorata (L.) Scop. Grown in Finland,"Jouko S. Uusitalo, Jorma E. Jalonen, Abbas Aflatuni & Sirkka L. Luoma","VOL. 11, 423-425 (Juy/Aug1999)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.1999.9701174,10.1080/10412905.1999.9701174,
97,Essential Oil of Pimpinella anisetum Boiss. et Bal.,"K. H.C. Baser, T. Özek, N. Tabanca & H. Duman","VOL. 11, 445-446 (July/Aug 1999)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.1999.9701180,10.1080/10412905.1999.9701180,
98,Essential Oil of Pimpinella anisetum Boiss. et Bal.,"K. H.C. Baser, T. Özek, N. Tabanca & H. Duman","VOL. 11, 445-446 (July/Aug 1999)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.1999.9701180,10.1080/10412905.1999.9701180,
99,Volatile Constituents Isolated from the Essential Oil of Bupleurum rigidum ssp. paniculatum (Brot.) H.Wolff.,"Jesús Palá-Paúl , María José Pérez-Alonso & Arturo Velasco-Negueruela","VOL. 11, 456-458 (July/Aug 1999)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.1999.9701183,10.1080/10412905.1999.9701183,
100,"Chemical Constituents of the Essential Oil of Ferulago contracta Boiss. et Hausskn., a Species Endemic to Iran","Abdolhossein Rustaiyan, Mohammad Yari, Shiva Masoudi","VOL. 11, 609-610 (Sep/Oct 1999)",Journal of Essential Oil Research,https://doi.org/10.1055/s-0030-1264625,10.1055/s-0030-1264625,
101,"Chemical Constituents of the Essential Oil of Ferulago contracta Boiss. et Hausskn., a Species Endemic to Iran","Abdolhossein Rustaiyan, Mohammad Yari, Shiva Masoudi","VOL. 11, 609-610 (Sep/Oct 1999)",Journal of Essential Oil Research,https://doi.org/10.1055/s-0030-1264625,10.1055/s-0030-1264625,
102,"GC/MS Analysis of the Volatile Constituents of the Essential Oils of Pituranthos scoparius (Coss et Dur.) Benth. et Hook, from Algeria","Gaston Vernin, Claude Lageot, Claude Ghiglione, Mostefa Dahia & Cyril Parkanyi","VOL. 11, 673-676 (Nov/Dec 1999)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.1999.9711992,10.1080/10412905.1999.9711992,
103,"GC/MS Analysis of the Volatile Constituents of the Essential Oils of Pituranthos scoparius (Coss et Dur.) Benth. et Hook, from Algeria","Gaston Vernin, Claude Lageot, Claude Ghiglione, Mostefa Dahia & Cyril Parkanyi","VOL. 11, 673-676 (Nov/Dec 1999)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.1999.9711992,10.1080/10412905.1999.9711992,
104,Essential Oil of Cymbocarpum wiedemannii Boiss.,"K. H.C. Baser, T. Özek & M. Vural","VOL. 11, 679-680 (Nov/Dec 1999)",Journal of Essential Oil Research,,,
105,Essential Oil of Cymbocarpum wiedemannii Boiss.,"K. H.C. Baser, T. Özek & M. Vural","VOL. 11, 679-680 (Nov/Dec 1999)",Journal of Essential Oil Research,,,
106,Volatile Constituents of Prangos latiloba Korov,"Shiva Masoudi , Zahra Aghjanl , Mohammad Yari & Abdolhiossein Rustaiyan","VOL. 11, 767-768 (Nov/Dec 1999)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.1999.9712016,10.1080/10412905.1999.9712016,
107,Essential Oil from Crithmum maritimum Grown in Liguria (Italy): Seasonal Variation and Antimicrobial Activity,"Guido Flamini, Ettore Mastrorilli, Pier L. Cioni, Ivano Morelli & Lirio Panizzi","VOL. 11, 788-792 (Nov/Dec 1999)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.1999.9712022,10.1080/10412905.1999.9712022,
108,Essential Oil from Crithmum maritimum Grown in Liguria (Italy): Seasonal Variation and Antimicrobial Activity,"Guido Flamini, Ettore Mastrorilli, Pier L. Cioni, Ivano Morelli & Lirio Panizzi","VOL. 11, 788-792 (Nov/Dec 1999)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.1999.9712022,10.1080/10412905.1999.9712022,
109,Essential Oil from Crithmum maritimum Grown in Liguria (Italy): Seasonal Variation and Antimicrobial Activity,"Guido Flamini, Ettore Mastrorilli, Pier L. Cioni, Ivano Morelli & Lirio Panizzi","VOL. 11, 788-792 (Nov/Dec 1999)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.1999.9712022,10.1080/10412905.1999.9712022,
110,Essential Oil from Crithmum maritimum Grown in Liguria (Italy): Seasonal Variation and Antimicrobial Activity,"Guido Flamini, Ettore Mastrorilli, Pier L. Cioni, Ivano Morelli & Lirio Panizzi","VOL. 11, 788-792 (Nov/Dec 1999)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.1999.9712022,10.1080/10412905.1999.9712022,
111,Essential Oil from Crithmum maritimum Grown in Liguria (Italy): Seasonal Variation and Antimicrobial Activity,"Guido Flamini, Ettore Mastrorilli, Pier L. Cioni, Ivano Morelli & Lirio Panizzi","VOL. 11, 788-792 (Nov/Dec 1999)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.1999.9712022,10.1080/10412905.1999.9712022,
112,Essential Oil from Crithmum maritimum Grown in Liguria (Italy): Seasonal Variation and Antimicrobial Activity,"Guido Flamini, Ettore Mastrorilli, Pier L. Cioni, Ivano Morelli & Lirio Panizzi","VOL. 11, 788-792 (Nov/Dec 1999)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.1999.9712022,10.1080/10412905.1999.9712022,
113,Essential Oil of Seseli campestre Besser,"K.H.C. Baser, T.Ozek, M. Kurkcuoglu, Z. Aytac","VOL. 12, 105-107 (Jan/Feb 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2001.9699666,10.1080/10412905.2001.9699666,
114,Essential Oil of Seseli campestre Besser,"K.H.C. Baser, T.Ozek, M. Kurkcuoglu, Z. Aytac","VOL. 12, 105-107 (Jan/Feb 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2001.9699666,10.1080/10412905.2001.9699666,
115,Composition of the Essential Oil of Echinophora lamondiana B.Yildiz et Z. Bahcecioglu,"K.H.C. Baser, A.Bicakci, H. Malyer","VOL. 12, 147-148 (Mar/Apr 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699483,10.1080/10412905.2000.9699483,
116,Chemical Composition of the Essential Oil of Prangos uechtritzii Boiss. et Hausskn. Fruits from Turkey,"M. Ozcan, Y. Bagci, A. Akgul, H. Dural & J. Novak","VOL. 12, 183-185 (Mar/Apr 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699493,10.1080/10412905.2000.9699493,
117,Essential Oil of Hippomarathrum boissieri Reuter et Hausskn.,"K.H.C. Baser, T. Ozek","VOL. 12, 231-232 (Mar/Apr 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699505,10.1080/10412905.2000.9699505,
118,Essential Oils of Cultivated Heteropyxis natalensis (Harv.) and Cultivated Heteromorpha trifoliata (Wendl.) Eckl. & Zey. From Zimbabwe,"Lameck S. Chagonda, ChrisTopher D. Makanda & Jean-Claude Chalchat","VOL. 12, 333-335 (May/June 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699525,10.1080/10412905.2000.9699525,
119,Composition of Pteryxia terebinthina var. californica (Coult. and Rose) Mathias Essential Oils,"Philip E. Beauchamp, Vasu Dev, Elsa Munevar.-Mendoza, Peggy E. Moore","VOL. 12, 372-376 (May/June 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699538,10.1080/10412905.2000.9699538,
120,Composition of Pteryxia terebinthina var. californica (Coult. and Rose) Mathias Essential Oils,"Philip E. Beauchamp, Vasu Dev, Elsa Munevar.-Mendoza, Peggy E. Moore","VOL. 12, 372-376 (May/June 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699538,10.1080/10412905.2000.9699538,
121,Composition of the Essential Oil of Heracleum paphlagonicum Czeczott,"K. H.C. Baser, M. Kürkçüoglu, N. Adigüzel, Z. Aytaç,D. Joulain & R. Laurent","VOL. 12, 385-386 (May/June 2000)",Journal of Essential Oil Research,,,
122,Essential Oil of Crithmum maritimum L. from Turkey,"K.H.C. Baser, B. Demirci, T. Ozek","VOL. 12, 424-426 (July/Aug 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699555,10.1080/10412905.2000.9699555,
123,Volatile Seed Oils of Trachyspermum roxburghianum Benth. ex. Kurz. from India,"Sadananda Choudhury , Arunabh Rajkhowa , Sangita Dutta , Purnendu B. Kanjilal , Rabin K. Sharma & Piet A. Leclercq","VOL. 12, 731-734(Nov/Dec 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9712203,10.1080/10412905.2000.9712203,
124,Volatile Seed Oils of Trachyspermum roxburghianum Benth. ex. Kurz. from India,"Sadananda Choudhury , Arunabh Rajkhowa , Sangita Dutta , Purnendu B. Kanjilal , Rabin K. Sharma & Piet A. Leclercq","VOL. 12, 731-734(Nov/Dec 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9712203,10.1080/10412905.2000.9712203,
125,Essential Oil Composition of Some Plants Cultivated in Mongolian Climate,Sanduin Shatar & Shataryn Altantsetseg,"VOL. 12, 745-750 (Nov/Dec 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9712206,10.1080/10412905.2000.9712206,
126,Essential Oil Composition of Some Plants Cultivated in Mongolian Climate,Sanduin Shatar & Shataryn Altantsetseg,"VOL. 12, 745-750 (Nov/Dec 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9712206,10.1080/10412905.2000.9712206,
127,Essential Oil Composition of Some Plants Cultivated in Mongolian Climate,Sanduin Shatar & Shataryn Altantsetseg,"VOL. 12, 745-750 (Nov/Dec 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9712206,10.1080/10412905.2000.9712206,
128,Essential Oil Composition of Some Plants Cultivated in Mongolian Climate,Sanduin Shatar & Shataryn Altantsetseg,"VOL. 12, 745-750 (Nov/Dec 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9712206,10.1080/10412905.2000.9712206,
129,Composition of the Essential Oil of Echinophora cinerea (Boiss.) Hedge et Lamond,"Seyed Ebrahim Sajjadi, Alireza Ghannadi","VOL. 14, 114-115 (Mar/Apr 2002)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2002.9699788,10.1080/10412905.2002.9699788,
130,Composition of the Essential Oil of Bunium persicum (Boiss.) B. Fedtsch. from Iran,"Alireza Foroumadi, Ali Asadipour, Fatemeh Arabpour, Yaghoob Amanzadeh","VOL. 14, 161-162 (May/June 2002)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2002.9699810,10.1080/10412905.2002.9699810,
131,Essential Oils from the Roots of Thapsia garganica L.,"Pinarosa Avato, Isabella Rosito","VOL. 14, 20-22 (Jan/Feb 2002)",Journal of Essential Oil Research,,,
132,"Volatile Constituents of Ridolfia segetum (L.) Moris Gathered in Southern Spain, Andalucia Province","Jesus Pala-Paul, Arturo Velasco-negueruela, Ma Jose Perez-Alonso, Pablo Ramso Vazquez","VOL. 14, 206-209 (May/June 2002)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2002.9699824,10.1080/10412905.2002.9699824,
133,"Volatile Constituents of Ridolfia segetum (L.) Moris Gathered in Southern Spain, Andalucia Province","Jesus Pala-Paul, Arturo Velasco-negueruela, Ma Jose Perez-Alonso, Pablo Ramso Vazquez","VOL. 14, 206-209 (May/June 2002)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2002.9699824,10.1080/10412905.2002.9699824,
134,"Volatile Constituents of Ridolfia segetum (L.) Moris Gathered in Southern Spain, Andalucia Province","Jesus Pala-Paul, Arturo Velasco-negueruela, Ma Jose Perez-Alonso, Pablo Ramso Vazquez","VOL. 14, 206-209 (May/June 2002)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2002.9699824,10.1080/10412905.2002.9699824,
135,Composition of the Essential Oil of Chaerophyllum macrospermum (Spreng.) Fisch. and C. A. Mey from Iran,"Abdolhossein Rustaiyan, Nadereh Neekpoor, Mohammad Rabani, Hossein Komeilizadeh, Shiva Masoudi, Azam Monfared","VOL. 14, 216-217 (May/June 2002)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2002.9699826,10.1080/10412905.2002.9699826,
136,Essential Oil Constituents of Oliveria decumbens Vent.,"Seyed Ebrahim Sajjadi, Seyed Ahmad Hoseini","VOL. 14, 220-221 (May/June 2002)",Journal of Essential Oil Research,,,
137,Composition of the Essential Oil of Echinophora tenuifolia L. ssp. sibthorpiana (Guss.) Tutin from Turkey,"M.Ozcan, A. Akgul, J. C. Chalchat","VOL. 14, 23-24 (Jan/Feb 2002)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2002.9699750,10.1080/10412905.2002.9699750,
138,Composition of the Essential Oil of Echinophora tenuifolia L. ssp. sibthorpiana (Guss.) Tutin from Turkey,"M. Özcan, A. Akgül & J. C. Chalchat","VOL. 14, 23-24 (Jan/Feb 2002)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2002.9699750,10.1080/10412905.2002.9699750,
139,Kessane in the Indian Celery Seed Oils,"J. Philippe, G. Suvarnalatha, R. Sankar & S. Suresh","VOL. 14, 276-277 (July/Aug 2002)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2002.9699852,10.1080/10412905.2002.9699852,
140,Kessane in the Indian Celery Seed Oils,"J. Philippe, G. Suvar.nalatha, R. Sankar, S. Suresh","VOL. 14, 276-277 (July/Aug 2002)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2002.9699852,10.1080/10412905.2002.9699852,
141,Essential Oil Composition of Ducrosia anethifolia (DC.) Boiss from Iran,"F. Sefidkon, I. Javidtash","VOL. 14, 278-279 (July/Aug 2002)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2002.9699853,10.1080/10412905.2002.9699853,
142,Chemical Composition and Antimicrobial Activities of Essential Oils of the Volatiles of Angelica Root Obtained by Hydrodistillation and Supercritical CO2 Extraction,"Natalia Paroul, Luciana Rota, Caren Frizzo, Ana C. Atti dos Santos, Patrick Moyna, Adriana Escalona Gower, Luciana Atti Serafini, Eduardo Cassel","VOL. 14, 282-285 (July/Aug 2002)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2002.9699855,10.1080/10412905.2002.9699855,
143,Essential Oils of the Stem and Root of Ferula galbaniflua Boiss. et Buhse. from Iran,"Abdolhossein Rustaiyan, Azam Monfared, Shiva Masoudi, Nazak Ameri","VOL. 14, 286-287 (July/Aug 2002)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2002.9699856,10.1080/10412905.2002.9699856,
144,Essential Oils of the Stem and Root of Ferula galbaniflua Boiss. et Buhse. from Iran,"Abdolhossein Rustaiyan, Azam Monfared, Shiva Masoudi, Nazak Ameri","VOL. 14, 286-287 (July/Aug 2002)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2002.9699856,10.1080/10412905.2002.9699856,
145,Volatile Oils of Carum copticum (L.) C. B. Clarke in Benth. Et Hook. And Semenovia tragioides (Boiss.) Manden. from Iran,"Shiva Masoudi, Abdolhossein Rustaiyan, Nazak Ameri, Azam Monfared, Hossein KomelliZadeh, Mohammad Kamalinejad, Jalal Jami-Roodi","VOL. 14, 288-289 (July/Aug 2002",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2002.9699857,10.1080/10412905.2002.9699857,
146,Volatile Oils of Carum copticum (L.) C. B. Clarke in Benth. Et Hook. And Semenovia tragioides (Boiss.) Manden. from Iran,"Shiva Masoudi, Abdolhossein Rustaiyan, Nazak Ameri, Azam Monfared, Hossein KomelliZadeh, Mohammad Kamalinejad, Jalal Jami-Roodi","VOL. 14, 288-289 (July/Aug 2002",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2002.9699857,10.1080/10412905.2002.9699857,
147,Volatile Oils of Carum copticum (L.) C. B. Clarke in Benth. Et Hook. And Semenovia tragioides (Boiss.) Manden. from Iran,"Shiva Masoudi, Abdolhossein Rustaiyan, Nazak Ameri, Azam Monfared, Hossein KomelliZadeh, Mohammad Kamalinejad, Jalal Jami-Roodi","VOL. 14, 288-289 (July/Aug 2002",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2002.9699857,10.1080/10412905.2002.9699857,
148,Analysis of the Oil of Heracleum persicum L. (Leaves and Flowers),"F. Sefidkon, M. Dabiri, N. Mohammad","VOL. 14, 295-297 (July/Aug 2002)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2002.9699860,10.1080/10412905.2002.9699860,
149,Analysis of the Oil of Heracleum persicum L. (Leaves and Flowers),"F. Sefidkon, M. Dabiri, N. Mohammad","VOL. 14, 295-297 (July/Aug 2002)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2002.9699860,10.1080/10412905.2002.9699860,
150,The In Vitro Action of Essential Oils on Different Organisms,"Laura Giamperi, Daniele Fraternale, Donata Ricci","VOL. 14, 312-318 (July/Aug 2002)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2002.9699865,10.1080/10412905.2002.9699865,
151,Composition of the Microdistiled Essential Oils of Tordylium apulum L. and Tordylium pustulosum Boiss.,"K.H.C. Baser, B. Demirci, T. Ozek, H. Duman","VOL. 14, 353-354 (Sep/Oct 2002)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2002.9699881,10.1080/10412905.2002.9699881,
152,Composition of the Microdistiled Essential Oils of Tordylium apulum L. and Tordylium pustulosum Boiss.,"K.H.C. Baser, B. Demirci, T. Ozek, H. Duman","VOL. 14, 353-354 (Sep/Oct 2002)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2002.9699881,10.1080/10412905.2002.9699881,
153,Composition of the Essential Oil of Ferulago angulata (Schlecht.) Boiss. from Iran,"Abdolhossein Rustaiyan, Soheila Sedaghat, Kambiz Larijani, Morteza Khossravi & Shiva Masoudi","VOL. 14, 447-448 (Nov/Dec 2002)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2002.9699917,10.1080/10412905.2002.9699917,
